subject	age	country	sex	education	race	hispanic_ethnicity
5f504fd2cc049d1cbf29c40d	29	US	Male	12	Black or African American	No
5f50732850c7c600098593df	23	US	Male	12	Black or African American	Yes
5f50b1bbe29c992335098fb1	32	US	Female	12	White	No
5f556bd46e6c4c93a5a90c77	21	US	Female	12	Asian	No
5f67eb3f24636b4105db4826	37	US	Male	16	White	No
5f6aacb57829231956ac4fdc	34	US	Male	16	White	No
5f6b8930b9d9530b1b065360	40	US	Male	16	White	Yes
5f6d0c1efaad4d16c44fdd6d	24	US	Female	12	Other	No
5f77e8c2d3a6412174d44f04	27	US	Female	12	White	No
5f7adf44d2ddfa74d5019c3d	33	US	Male	12	Multiple	No
5f8120ed0c4ed61e386b4302	26	US	Female	16	White	No
5f81c992a0cd54099ebcfe6a	28	US	Male	16	White	No
5f877e0715f8781a0c7c3ab8	38	US	Male	16	White	No
5f878ac24e7e5f1ba4237c09	36	US	Male	12	White	Yes
5f88dbd56a6aff03a935b5f8	25	US	Male	16	Black or African American	Yes
5f898a035298a803c5a7b8d1	33	US	Female	18	Multiple	No
5f8b25654f85cb21a4fa0fb3	35	US	Female	14	White	No
5f91d9adb450ef0b0940c4bd	30	US	Male	18	White	No
5f933204ec8f5f0df7afa903	21	US	Male	12	White	Yes
5f94a8e7fa8c422fc88940b0	30	US	Male	14	White	No
5f95a44920f542417f4263cb	24	US	Male	12	White	Yes
5f974c72a0ed8c0f9ce724ea	31	US	Male	16	Multiple	No
5f99dafa8e84910baf8acc99	26	US	Male	12	White	No
5f9b38f233305e3307c04b30	20	US	Female	12	Black or African American	No
5f9d53c5a1f16e2576a935ed	31	US	Female	16	White	No
5f9d6c8b87770828f1f08fbe	36	US	Female	12	Multiple	No
5f9fb315ae6f085ff96c0cac	31	US	Male	12	White	No
5f9fdfd04296cb0102563f84	33	US	Male	12	White	No
5fa0ec6d81b63717a99bcb31	26	US	Female	12	Multiple	Yes
5fa4c21a04bc5912180291bc	40	US	Male	12	Black or African American	No
5fa4f94e535f3b1aa628e0ab	29	US	Male	18	Asian	No
5fa61868040ad62058998acd	22	US	Female	16	White	No
5fa8300f0967d163ec3c05c3	30	US	Male	16	Black or African American	No
5fa86899f519ba6f291dbf41	34	US	Male	16	White	No
5fadf5e96dca762321e01668	37	US	Female	16	White	No
5faefcc22be93b11829e84df	28	US	Male	16	Asian	No
5fb0a3d6a8e4224b973e750b	24	US	Male	12	White	Yes
5fb142fa3d818059f4cd5497	34	US	Male	16	White	No
5fbd371dc57ae80a38ba00c2	33	US	Male	16	Black or African American	No
5fc150bd290b5717801b5821	19	US	Male	12	White	No
5fc30c35704ddd267cc9123f	35	US	Female	12	White	No
5fc3d41149c0c8728f07b95b	31	US	Male	12	White	No
5fc4231050130c35759881d3	31	US	Female	16	White	No
5fc8a956800c80232e0b7a32	28	US	Female	12	Asian	No
5fcbe82a12a0c80009d6e9cf	28	US	Male	16	White	No
5fd15934025b991384ef1116	37	US	Male	12	White	No
5fd53e2d08163d37f7cb72f6	38	US	Male	16	Multiple	No
5fd7782dee03dc08d3f3f491	39	US	Male	14	White	No
5fdd6ae284b3a9449c87a064	33	US	Female	16	Asian	No
5fdd7f9dc9707d4090fcc4ed	23	US	Male	16	White	No
5fe354a2e44df4fb4634bbc3	40	US	Female	12	Multiple	Yes
5fe3b66ad42dc508212bb4bd	22	US	Male	12	White	No
5fea48067b84d356b168b452	22	US	Male	16	White	No
5fea7e34e1506a5df25419ec	38	US	Female	16	White	No
5fea9f4983f6afa8281acf14	28	US	Male	16	White	No
5febd16bbaa7c4d3e31147a0	33	US	Female	12	White	No
5fec281aeae543d80d09fbc0	31	US	Female	14	White	No
5fed6c9c0d786daf31f29f3d	35	US	Female	16	Asian	No
5fee2749ad8fba1104bd0f5b	34	US	Female	16	White	No
5feff5d30ad48b39d17b9c25	34	US	Female	16	Black or African American	No
5ff0e3319cc6b3ff560a1d4d	27	US	Female	16	White	No
5ff2240a2f567121402762e6	32	US	Male	16	White	No
5ff8809f2fb33a080538e448	22	US	Female	12	White	No
5ff8f00e24c6e01cfca56f49	20	US	Male	12	White	No
5ffc8fc485e2830b502149f3	21	US	Male	12	Asian	No
5ffc9218eb4ab30bbeb6c301	28	US	Male	14	White	No
5ffef0a1255d0c5fd3bdfd6a	29	US	Female	18	White	No
600c3219a434df2de6427feb	39	US	Male	12	White	No
600c63a5dfb7171357a02440	25	US	Male	14	White	No
600dcdff34fef66077146d8e	24	US	Male	16	White	No
60132d398c19b319aacdbbb2	27	US	Male	16	White	No
6015b00e728ff80d142947d7	34	US	Female	12	White	Yes
60163bb2b88fc70a66a6052b	33	US	Female	14	Asian	Yes
6016f95c56f32e8df6e841af	33	US	Male	16	White	Yes
60175a2c2d7cc99cb9f4049c	31	US	Female	12	White	No
6018a5c0e1600b187ccb8693	25	US	Male	12	Asian	No
601d69a993d94008fb2b25dc	27	US	Male	12	Black or African American	No
602348484d326a1c5aa80bb7	38	US	Female	16	White	No
6025b6e60ac9cb1ae2b1875a	34	US	Male	12	White	No
602a8f9033061909d48b1d04	20	US	Female	12	White	No
602d71e6fe40c079523df438	36	US	Female	12	White	No
603032b2b88b07e8aceb10c4	30	US	Female	18	Multiple	No
60306cf6330619ee41fa3cd2	31	US	Male	16	White	No
603adebb5cdecc77ccba8c5e	36	US	Male	16	White	No
603d6ae665fbaacb5621ede2	25	US	Male	14	Black or African American	No
603e97154847faf7531b40b6	40	US	Male	16	White	No
60413ee98b05db0b2f74a0c7	20	US	Male	14	Black or African American	No
6041d51ff984371e3b18172d	25	US	Female	16	White	No
6045267ffa48c161ab686843	20	US	Male	16	White	No
6049273b7b4f029ba1c44e6b	22	US	Female	16	Multiple	No
60529400a89602a956010696	21	US	Male	12	Asian	No
605794cd71c6264c6798181b	22	US	Male	12	White	No
605867abaf0023b996742de2	23	US	Female	16	White	No
6060a822ebad58844bb482f1	33	US	Female	14	White	No
6060cc2bf9ba38d90b1a6f12	20	US	Male	14	Asian	No
6063a680ba3790e15ab14ba9	39	US	Female	12	White	No
6068f61c52d7168e0c8b049f	35	US	Female	18	White	No
60734853295f4a6404bbf27f	37	US	Female	16	White	No
60737b97d01c3800e734921d	30	US	Male	12	White	Yes
607778a26ff3de83125f50c5	36	US	Male	12	Asian	No
6079ff1600ff2b7455e1c3e0	20	US	Female	12	Black or African American	No
607d6ad963c2b4e855ae2a06	29	US	Female	16	White	No
607dc630d2d30aa7e8699c23	32	US	Male	16	White	No
607f1e19b195cdd04a669958	20	US	Female	12	White	No
6081adb85a8992a84093ed21	28	US	Male	16	Black or African American	No
608349d97d46ab71fc6c7111	39	US	Female	16	Multiple	No
6089714497c6a46ebdf12234	27	US	Female	16	White	No
60897a1d66afbbe1bb33a8e2	22	US	Female	12	White	No
608c75be6bf5ca1f23ab35ad	22	US	Male	16	White	Yes
608f2aa883599160c8b87a79	32	US	Female	16	White	Yes
6091ab55ea2e97910519f8e7	28	US	Female	16	Black or African American	Yes
6091ebb375f9f6e9e1acaef8	22	US	Male	16	White	Yes
6095e4f37b49956d05961a4b	34	US	Male	18	White	No
609b6c918ad180505fefd919	29	US	Female	16	Asian	No
609be3207792bc09e989b7e0	30	US	Male	12	White	No
60a1e1f4a3707c983a98f185	29	US	Female	14	White	No
60a55d4bb6bd9be6c95b89eb	27	US	Female	18	White	No
60a8343c2e4dd727c4833eb6	21	US	Female	12	White	Yes
60abd5ba97921106bca53aff	24	US	Female	16	White	No
60abe580aa82f25a7acc9800	35	US	Female	14	White	No
60aed7ba3afc3974acad86d3	22	US	Male	12	Asian	No
60b7d18beb67181cd97d7ac5	36	US	Male	16	White	No
60b8242021561f7827855c02	37	US	Female	8	White	No
60b84b68ed2ba90d5d1a4dea	38	US	Female	12	White	No
60b8ae101ff97c46f787f1a8	34	US	Male	18	White	No
60b8e59ef963cd7c6989cd37	36	US	Female	12	White	No
60ba2ffd080107de026041d3	32	US	Male	16	White	No
60bd80a54df9675c7f842774	30	US	Male	12	White	No
60bfe979f044ae9801bac501	26	US	Male	12	White	No
60c0eae0a61a05f2b626b6de	32	US	Male	14	Multiple	No
60c2341fe95d71ee52c043f0	20	US	Male	14	White	No
60c57903a2db0249ed2779b1	31	US	Female	12	White	No
60c739d1b402ae0d42b37c66	30	US	Not listed: Non-Binary	14	Multiple	Yes
60c80c19de11452191e78dd5	36	US	Male	18	White	No
60ca13ec0bc197cf1fdef3d7	20	US	Female	12	Asian	No
60cbe4524cab3b049343d0bd	36	US	Not listed: Transgender Woman	14	White	No
60ce9fa3d9f9a088647a62ba	31	US	Male	16	Black or African American	No
60d099f849987e86824eedcd	32	US	Female	16	White	No
60d2d061fd054556769ca306	19	US	Male	12	Black or African American	No
60d4c073e2a49848b4c681dd	24	US	Male	16	White	No
60d5ff02fef54b0399953c12	22	US	Male	12	White	No
60dbdcae2b7d4cbb2e4f4dd2	21	US	Female	12	White	No
60ddf5abb47cc02285793096	23	US	Female	12	White	No
60de276a5092ec038a2f6e9b	20	US	Female	12	White	Yes
60ded53d38608c2fa0d1ac4f	19	US	Male	12	White	No
60dfc07ddcd24dcc266d8690	26	US	Male	18	White	Yes
60e1d5f866e681d7e33fd01c	39	US	Not listed: agender	12	White	No
60e2600a329d5ebfcb54b413	27	US	Female	16	Black or African American	No
60e49c6274c1be146fa85140	30	US	Female	18	White	No
60e5d47e17c05633eef565e3	29	US	Male	18	White	No
60e9a7f84a3753e10e5f6cab	32	US	Male	18	White	No
60e9b19b0104bf65f6a92237	20	US	Female	12	Multiple	No
60ec54c58f88686dadb1a0c9	33	US	Male	16	White	No
60ed0e7149a025da16189d35	28	US	Male	12	White	No
60edaf90d8aa718a66510d04	35	US	Female	14	Multiple	No
60ef3f426b987fbae520369f	26	US	Male	12	White	No
60efa510e3cdfbbf4d7c355b	23	US	Male	12	White	No
60f220d48c23d4dc97c65d79	24	US	Female	16	White	No
60f31196cf392939a843ab34	26	US	Not listed: Non-binary	16	Black or African American	No
60f39f67a5c2c9e50ce470ee	34	US	Female	16	White	No
60f5f8769fc9289a9e518129	36	US	Female	16	White	No
60f6d47e13b6f6b93d860dfe	28	US	Female	18	White	No
60f6de25f86ba8d688779946	31	US	Female	21	White	No
60fc2ec58ad0da367daee3c1	33	US	Female	12	White	No
60fc9ce95a59b3400b38e2a7	22	US	Female	12	White	No
60fcaa7ac117649e189a3ee1	22	US	Female	16	White	No
60fcc58f020a0d9d03ce0e2e	20	US	Male	12	White	No
60fcd9368e8d2b8740cf9251	21	US	Female	12	Multiple	No
60fcd954f5ff1656599b53c9	37	US	Male	12	Black or African American	No
60fcdb6cf1d45f7a16312fc7	26	US	Female	16	Black or African American	Yes
60fce7c3094706567dd1870b	24	US	Female	16	White	No
60fcecd8418cea3fb530ddac	21	US	Female	12	White	No
60fcf6b8fcdfa822c55aaed7	20	US	Female	12	Multiple	No
60fcfde0b6d21806e06b54f2	38	US	Female	16	White	No
60fd021e842d3a8a5a139787	19	US	Female	12	White	No
60fd0fb011bf6207be143e00	21	US	Male	12	White	No
60fd3245706969157168ad50	25	US	Female	16	White	No
60fd592929e8016e53a167a6	22	US	Female	8	White	No
60fd6607e7beec3c98d994b1	25	US	Female	12	White	No
60fd6697546be8a6eb141693	23	US	Male	12	White	Yes
60fd6b02340bf3233276eba9	21	US	Female	12	Multiple	No
60fd9503ae873e5130672bc0	22	US	Female	Other	White	No
60fd9531d59bcac5313f6345	23	US	Female	12	Asian	No
60fda57e0916dfe2157c9b00	23	US	Female	16	White	No
60fdba7db052ac0601a52893	21	US	Female	12	Multiple	No
60fdc00564398d684985cd61	36	US	Female	12	White	No
60fdd05b929c578ed3bed54a	22	US	Female	12	White	No
60fdd60f32a7b191d931f514	27	US	Female	16	White	No
60fdd7ce470f6c1005cb87cb	30	US	Female	14	White	No
60fde1373528bb0609bd16b8	21	US	Female	12	Asian	No
60fde4a578cf2748430c899c	25	US	Female	16	Multiple	No
60fdf5e83b1de9a21e8ef4e5	21	US	Female	12	White	No
60fe07f8bf59907b6249b488	27	US	Male	18	Black or African American	No
60fe1a1aef4770645874259f	23	US	Female	16	White	No
60fe204fae558bfeb83d0bcf	22	US	Female	14	White	Yes
60fe20c9f8933cf0d7349657	19	UK	Female	12	Asian	No
60fe416249894ff6470c2dd4	24	US	Female	12	White	No
60fec21e36a05990cfa8a715	25	US	Female	12	White	No
60feceac7002ddcf44f40a12	21	US	Female	14	Black or African American	No
60fed192ae37691d25db0d6d	34	US	Female	16	White	No
60feeffdd94575eb62a4e011	21	US	Female	12	White	No
60fef6813613ab668c778a8a	27	US	Female	16	White	No
60ff18bdffbecdc08f0ff60f	26	US	Female	18	White	No
60ff5f95b4b604bb19bd526a	21	US	Female	12	White	Yes
60ff6b0720fb724536710e7a	21	US	Female	12	Asian	No
60ff7e913a2ea98fff1d0cf3	20	US	Female	12	White	No
60ff8160e8f2227f8b200510	28	US	Female	16	White	No
60ffd8686289b723fe66c706	23	US	Female	16	White	No
610021722370e2775864eb81	20	US	Male	12	White	No
610023887596a5c3c4c5c3cc	20	US	Female	14	White	No
610024bfd6e1038ba3b1601d	30	US	Female	12	White	No
610029996e066062efad0014	20	US	Female	12	Black or African American	No
61002c88afbf9f75e079b6e8	29	US	Female	18	White	No
610047b6625158629496c7cd	25	US	Female	18	White	No
610047b91150f99de033112c	22	US	Female	12	White	No
61004e962509f21ce295df3d	25	US	Female	16	Asian	No
6100511e208bbea9bfc3154b	30	US	Female	18	White	No
6100544802b385d8df434779	23	US	Female	12	Asian	No
610056c4a96ee61f6c0136da	24	US	Female	16	White	No
610071e2de637700bf0cd8fc	25	US	Female	16	White	No
61007d09430c3904b407fabb	21	US	Female	12	Asian	No
61008053a174bf7b075c75ff	20	US	Female	12	White	No
610083ae4ea9427f69624636	21	US	Female	16	Asian	No
6101930ddd5330f83b898c61	21	US	Female	12	White	No
61019ecfc479810360afbd54	22	US	Female	12	White	No
6101ceb34a3a20c05e35511d	21	US	Female	16	Black or African American	No
6101db15d4eefc0ed011e3c3	20	US	Female	12	White	No
6101ea599d7b137f326399c8	29	US	Female	12	White	No
6102dacce29b57b1e268c13a	23	US	Female	16	White	No
6102f78ac1791768db58ed54	23	US	Female	12	White	No
6104289309ef2b016976b059	19	US	Female	12	White	No
6104b1c50f6057c1d8a6e3a6	26	US	Female	18	White	No
6105a3ab3439f5af30a3777b	26	US	Female	16	White	Yes
6107347165f348732878f7f3	19	US	Female	14	Asian	No
610735660c7ea715d047205b	24	US	Female	14	White	No
61076f4e081a7f76a8484506	40	US	Female	12	Multiple	Yes
610773e76386035bb06c5b7f	20	US	Female	14	White	No
6107f51b2c474ccbd0b42832	26	US	Female	18	White	No
610810c0356aacedc8cbc6f0	30	US	Not listed: non-binary	16	White	No
610810dfb6e2212896f5d084	19	US	Male	12	White	No
610819ada1b835311df28e37	24	US	Female	18	White	No
6108553abbf7a922fb6cfa3a	24	US	Female	16	White	No
610855877c8363d76b3e6338	34	US	Female	16	White	No
61087e4fc006ee7d6be38641	28	US	Male	16	White	No
610898813e48dc2864965122	26	US	Male	12	Multiple	No
6108af4b2826f18b966a2780	24	US	Female	18	Multiple	No
6108bb33c59f5718fbf341e5	28	US	Female	14	White	No
6109649dbb35090e6179a6c8	25	US	Female	16	White	Yes
610969a2d61be5c3ba90fa9e	22	US	Female	16	White	No
61097e0464a4a922602d495b	22	US	Female	16	White	No
6109e5a0f7755d8fcba8b50c	25	US	Female	12	White	No
6109f35a1b748c0a8876d117	23	US	Female	18	Multiple	No
610c33fa86d4d9bbc1345e36	19	US	Female	12	White	No
610d505ad461a3607f6ec804	28	US	Male	18	White	No
610d9c03871a99c82d03e00b	19	US	Male	12	White	Yes
610ef9a5cdec3fa83ceaf938	30	US	Male	12	Black or African American	No
610f7244c65ae4e57858a700	21	US	Female	12	Black or African American	No
61100f998ad8fb773b33df44	27	US	Female	16	White	No
61104ccf8fe2a062a7a2e1a1	22	US	Female	12	White	No
61108719ddb956bd0e94733d	30	US	Female	16	Multiple	No
6110a371c00388d587922ff1	35	US	Female	14	White	No
6110bd9e993f6fa5560b68f5	24	US	Male	16	White	No
6110c647b9773e91ce1854f4	23	US	Female	14	Other	Yes
6110cb9fd3ba23cecacc8fc4	20	US	Male	12	Multiple	No
6110d2e3247a4ddc7c440cc5	20	US	Female	12	White	No
6110d7f556da416401efdd5f	24	US	Female	16	Multiple	No
611101548d78ab5ec3a9c42e	37	US	Male	14	Multiple	No
611118b967515e93dcf141f1	21	US	Male	12	White	Yes
611121bd6fc323df0d3c7e4f	19	US	Female	12	White	No
6111234ac8cfa49e38acbfb4	23	US	Female	16	White	No
61114b774f9199a8f8f75de2	31	US	Female	12	Multiple	Yes
61116b7ba2ada479c60a86e7	25	US	Female	16	White	Yes
6111747b20e9e9c8b651b36a	25	US	Female	12	White	No
6111782b298eff6c31853ea8	27	US	Female	16	White	No
611184f7c69ca64368ff48d3	21	US	Female	12	White	No
6111940f46b7b06c55140993	23	US	Female	12	Multiple	No
6111948935bbd6da5045f8f2	28	US	Female	16	White	No
611195657110219178aa70e1	30	US	Male	16	White	No
6111b27e123039e968795ea8	31	US	Female	12	White	No
6111c4865701e1ba367af3e3	24	US	Female	18	White	No
6111f586fe99b25bb899861a	22	US	Female	12	Black or African American	No
611208e8d4ab54df137ab05a	20	US	Male	14	Asian	No
611285de4477f8152efce6e8	38	US	Female	18	White	Yes
6112b593ca1b683da02678d3	21	US	Female	12	White	No
6112dba8e2eb90519a46e6cf	24	US	Female	16	White	No
6112fd23b0250798e11a9dba	21	US	Male	12	Asian	No
611325c23a34bedb5feed16b	22	US	Female	16	White	No
611377497bdc630aedb0c1a7	22	US	Female	12	Black or African American	No
6113ffbf45e79bc2769db74c	22	US	Female	14	Black or African American	No
61188057fe5a395476806c12	31	US	Female	16	White	No
6119ccaad19b17d52526b724	25	US	Female	16	White	No
6119eda51949c25f33f63081	29	US	Female	12	Multiple	No
611b38dea7f1754225fa39bf	22	US	Female	16	White	No
611bb1fb49fbb5b94a8b5e46	38	US	Female	12	White	No
611bd6da73757bf5ad0ced0a	30	US	Female	18	White	No
611d7da2640a2e31818c3e18	27	US	Female	12	White	No
611f123e92042b11d0b1ef8d	19	US	Female	12	White	No
6121be9a77c602b1d877d7f0	29	US	Female	16	White	No
612274842d4805447451f87b	28	US	Female	14	Black or African American	No
6122db5a591eaf8ee07cf3d0	23	US	Male	16	White	No
6123d27b5481e1189844b7b0	23	US	Male	16	White	No
61281debe85082cc937dd9ae	31	US	Female	18	White	No
612ba4bfee20a1ffc86116f9	19	US	Female	12	White	No
612c365b952c2a5244a9bee6	27	US	Female	16	Multiple	No
612c6bd26f5f81c5765989d9	31	US	Male	12	American Indian or Alaska Native	No
612c8a2a972e8f6903a32683	37	US	Male	14	White	No
612d20ea1043719545f90f62	36	TW	Male	21	Asian	No
612e91f6654fd2227289c863	32	US	Male	12	White	No
612fcbbd5386d9edb42da147	33	US	Male	8	White	No
6131801c70f5f49c3bdf7010	38	US	Female	12	White	No
6131ba00bd67d2702e9a3c8d	25	US	Female	16	White	No
613461a8b9035cf9b29ad84d	20	US	Female	12	White	No
6134fdf6c0daf2eab128d15b	21	US	Female	14	White	No
61351c3a1e3e96156bc86116	34	US	Female	16	White	No
6137da4ec348d1070e20fd85	30	US	Male	18	Black or African American	No
61383bdc065ccb1d5a65e09a	35	US	Female	21	White	No
6138de7da0cd911868bd8d03	31	US	Female	16	White	No
613909e5cf0d18ff1e3162a9	20	US	Female	12	White	No
6139aed4f23d087290d96200	28	US	Female	12	Black or African American	No
613e399e5615a34457efcb44	25	US	Male	14	Multiple	Yes
613ea8344b072de7f3ccb5dc	23	US	Female	16	White	No
6146adbeaabe03f64697f9ab	22	US	Female	14	White	No
6147970dcfd3a1be94292adb	24	US	Female	14	White	No
614957aca2f21f35ef8f95b6	27	US	Male	16	White	No
614bbf1e7de43dee7386fe3f	27	US	Male	16	White	No
614d465852620924f85603c8	35	US	Female	12	Black or African American	No
614d673e3a5fd5cb2b5b6eb7	22	US	Female	12	White	No
614e0825d40616c90ebc1d49	33	US	Male	16	Multiple	No
614ea93d581d6f4281e9d232	38	US	Female	12	White	No
614f571879ee135c5a579e08	28	US	Male	12	Black or African American	No
614f6e13b231c559fad456d9	37	US	Male	16	White	No
614ff6ca08a74485bb371b31	38	US	Male	16	White	No
615001d094ff3a75f45b36b0	28	US	Female	18	Asian	No
61506f90721dcdeca6e77c2d	27	US	Male	16	White	No
6150af603e26f4482fedf8d9	40	US	Male	12	Multiple	No
615102c62504c240ac52cb00	30	US	Female	16	White	No
6151e68ec5f6f5f9039ebace	25	US	Male	18	White	No
6153226d04ed5dce3aaa9703	24	US	Male	16	White	No
6154a88b71a7f4347658b0f7	18	US	Female	12	Multiple	No
6155d24e3306f96464879b38	22	US	Female	16	White	No
615cee2b2f844e72c397977a	20	US	Male	12	White	No
615d0be013a41d01a6cace87	19	US	Female	12	White	No
615dfbb483f8480303655714	39	US	Male	16	White	No
615e1782e969d4939045c54f	31	US	Male	16	Black or African American	No
6160b0eb22d84b34a1b79b2f	19	US	Female	12	Asian	No
61612338ddccab2e68b3e3cc	32	US	Female	12	White	No
61648bb6ad1eceeee2c056ee	27	US	Male	16	Asian	No
61664d58d18ca2325a81008e	28	US	Female	16	White	No
61676f87dba8a19bc29edf39	38	US	Female	8	Black or African American	No
6168ace1ef0f716f56f08f5b	34	US	Female	18	Black or African American	No
6168cbfbad1cc13ba73ade6e	28	US	Male	16	White	No
616b77ca71a5882a5c40cb2d	35	US	Female	16	White	Yes
616c9115b3a3d2f885822a57	36	US	Male	16	White	No
616d0c1b16a0437469b6cd74	33	US	Female	12	Black or African American	No
616d9ef881036dfbfd63d2f4	33	US	Male	16	White	No
616dd3845b2624e9720392fd	32	US	Male	12	White	No
616edcc90d9facce036066c1	33	US	Male	12	White	No
616faf3ab8c53e7a73a5dea5	22	US	Female	16	White	No
6171125c1d572c106f10824e	38	US	Female	16	White	No
61729e07e7b9b645c1741ca9	22	US	Female	12	Black or African American	No
6172cf92f2ea6613f717abb6	28	US	Male	16	White	No
61735608ee920694a20e13c1	36	US	Female	12	White	No
61741ba984f258d5c6a1303c	25	US	Male	16	White	No
61f2ab70a09e72f23cbaf3b0	29	US	Female	18	White	Yes
61f2abd7a09e72f23cbaf4b8	36	US	Male	14	White	No
61f2ad10a09e72f23cbaf7aa	25	US	Male	16	White	No
61fa92f15719bc09cb834b86	21	US	Male	16	Asian	No
61fa94a25719bc09cb834fc4	37	US	Male	16	White	No
62029b72ef1cb18a1337c839	34	US	Female	18	White	No
620bdf2aa922fc3f247f706b	22	US	Male	12	Multiple	No
62349b2406ea604d296bd69d	32	US	Female	12	White	No
6234b7dcc6c6e13d5121ad28	31	US	Male	16	Black or African American	No
62354223d36eda662355a9c0	40	US	Male	16	White	No
62713a003caa3feec5c6a0ba	31	US	Male	12	White	No
627161ec9a2c16ab6496e364	22	US	Male	12	White	No
6272abac31a465b0f22fb7c1	38	US	Male	14	White	No
6273e74790a5c7b39756a5bc	20	US	Male	12	White	No
62740a242f1f9493b90e351c	34	US	Female	12	White	No
627448a7458cf55c0cdea3bb	28	US	Male	12	White	No
62769797db0ff6f93df21cda	40	US	Male	12	White	No
62791d7b7adc22ef67493e92	35	US	Male	16	Multiple	No
627a7fc214142c6f228e84fb	26	US	Female	12	White	No
627e7b6d33e1df14160c05ba	24	US	Female	12	White	No
6282566b46de7431f04213f6	24	US	Female	16	White	No
628510a698e9e63b21ef9139	30	US	Male	18	White	No
62851102d56842a48361f9d4	30	US	Male	12	Black or African American	No
62853fe01fa0d21c4daacfcb	25	US	Male	12	Black or African American	No
6285706b066c6502c413e9a3	26	US	Female	16	White	Yes
6285892c0fc742d49a255328	21	US	Male	12	White	Yes
62865e3456c142785cfad2a7	29	US	Male	12	Multiple	Yes
62882d192f1a8543caf578f1	33	US	Male	16	Asian	No
628b960bf8e22707d11f5b8e	37	US	Male	21	White	No
628de2aa849f6b5117ce63be	26	US	Female	14	Asian	No
628de7e8ff1744a9717d7883	29	US	Male	16	Black or African American	No
628dec55823f672331c68577	23	US	Male	12	Black or African American	No
628f0d7e3055b5d1887916c5	30	US	Male	12	White	No
628f9792b0d89f574e123771	21	US	Male	12	White	Yes
628fa9e1afc3de7797cb6e2f	24	US	Female	14	Black or African American	No
628fb69f72e574bb9a8c1a47	37	US	Male	12	Multiple	No
628fde22d960fa7a63fb231d	38	US	Male	16	Black or African American	No
629082739390703f993b12bd	29	US	Male	16	White	No
6290d05992a97c47797f9de3	40	US	Male	18	Multiple	No
6290ebb13a126c60c9cb7d11	35	US	Male	16	White	No
62911ef14fd68295d60ba83b	30	US	Male	18	White	Yes
6294ea804cdf1298eefa87ac	23	US	Male	16	American Indian or Alaska Native	No
6294fce0aa6f8d12e0a7cd1e	32	US	Male	12	White	No
6295343558bd17d19b11684d	33	US	Male	16	White	No
62961c550afbc1e11a77a4f4	24	US	Male	14	White	No
62961cb8f4beae611fde2cda	23	US	Not listed: non-binary	12	White	Yes
6296849bbd45e6accf130f07	31	US	Male	16	White	No
62973114ce4ca6a85a0ec486	26	US	Male	12	White	No
629753864174e42d30576cf8	21	US	Male	12	White	No
62977ce96efd80b585b2d75d	27	US	Female	16	White	No
6297b5dba0b83527c9907832	23	US	Male	14	Multiple	Yes
6297b99e37f753575e61e7ac	23	US	Female	16	Multiple	No
6298dd311a003b986813851b	40	US	Male	18	White	No
6298df7da7b45df1b730d3aa	21	US	Male	12	Multiple	Yes
629a7466cebc9523d66d4d8e	23	US	Female	16	White	No
629e112d75f3665c8362ab6f	27	US	Male	12	White	No
629e241d171ec6698e05f149	27	US	Male	12	Asian	No
629e633c82ed7bd84fce0f9a	28	US	Male	12	White	No
629f600f0e7c09ec275bfdc2	37	US	Male	21	White	No
62a0b34cbcc5987a8fa73c39	32	US	Male	16	White	No
62a33f5217536a32157d874e	31	US	Female	16	White	No
62a71eebc15351df4bddd9f8	26	US	Male	12	White	Yes
62a885d5b6af18b3d4579e1b	30	US	Male	16	Multiple	No
62aa26592478d039ddeaaa4c	31	US	Male	16	White	No
62ac76db32757a0dbb1c59f0	38	US	Male	16	Multiple	No
62adef58d6f991bb5660e772	31	US	Male	16	Multiple	No
62b055b8af4eda974466ad0d	37	US	Female	12	White	No
62b083f9ca87faa7a75c0235	22	US	Female	16	Asian	No
62b0a213241d25b7185f43a4	32	US	Male	14	White	No
62b0ef77e3519ee19788db34	31	US	Male	16	Black or African American	No
62b17a23f40c54a776801476	31	US	Male	16	Asian	No
62b45d115e44957543b4cabc	32	US	Female	18	White	No
62b4babe7f02be73f830f128	40	US	Female	16	White	No
62b5e4c15384ba7ca013ab55	37	US	Male	14	Black or African American	No
62b66baae6f816e592f14a8a	21	US	Male	12	Black or African American	No
62b9b95e108fbc4df78a2956	22	US	Male	16	White	No
62b9cf42a63194f71fc0a393	23	US	Female	16	American Indian or Alaska Native	No
62bb23c919ebfd3b0448e942	32	US	Male	16	Asian	No
62c3430ae19d78462af9e743	37	US	Male	12	White	No
62c380e9448cd52e7657a658	21	US	Female	12	White	No
62c396eed1893e06fdad4574	27	US	Male	16	Black or African American	No
62cc5f39bcfc093f815cf30a	28	US	Male	16	White	No
62cd8af88ff531583cbd24a9	23	US	Female	12	White	No
62d09418cbdaeabefbbf9893	39	US	Male	16	White	Yes
62d6e24cf74647ef51a16300	31	US	Male	12	White	No
62d8e75cba698660a22802c7	20	US	Male	12	White	No
62d9d8b444e16335d513c6e1	29	US	Male	18	Multiple	Yes
62da4563028fbcadf46412bc	35	US	Male	16	Black or African American	No
62dc07a7fbbd3d089b7135af	37	US	Male	16	White	No
62dc761564191bc28a87e7c7	30	US	Male	12	Multiple	No
