Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Handedness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63a0a95780e323a232730004,628b960bf8e22707d11f5b8e,APPROVED,2022-12-19T18:11:38.896000Z,2022-12-19T18:25:33.461000Z,2022-12-23T22:02:55.133000,2022-12-19T18:25:35.346889Z,835,CZELI6JD,199,English,Left-handed,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63a0ac11a2ebc297896e5338,56210effed6e5a000ac7f3a5,APPROVED,2022-12-19T18:23:16.651000Z,2022-12-19T18:42:52.113000Z,2022-12-23T22:02:55.254000,2022-12-19T18:42:53.087518Z,1176,CZELI6JD,2502,English,Left-handed,39,Male,White,United States,United States,United States,English,No,Full-Time
63a0bbda21aa3ae38599b577,6290ebb13a126c60c9cb7d11,APPROVED,2022-12-19T19:30:52.499000Z,2022-12-19T19:47:02.849000Z,2022-12-23T22:02:55.384000,2022-12-19T19:47:03.206293Z,971,CZELI6JD,1118,English,Left-handed,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
63a0bc472d133e9cf213dcd0,5cb63178d946580001e4cef4,APPROVED,2022-12-19T19:32:29.131000Z,2022-12-19T19:39:26.022000Z,2022-12-23T22:02:55.511000,2022-12-19T19:39:26.354815Z,417,CZELI6JD,386,English,Ambidextrous,29,Female,White,United States,United States,United States,English,No,Full-Time
63a0c519b41c662a26e593c3,631f626c1a2be3cc3d2069d8,APPROVED,2022-12-19T20:11:38.853000Z,2022-12-19T20:28:15.340000Z,2022-12-23T22:02:55.650000,2022-12-19T20:28:36.596108Z,997,CZELI6JD,12,English,Ambidextrous,34,Female,Black,United States,United States,United States,English,Yes,Full-Time
63a0cbd80fec2a9438223ee7,62b45d115e44957543b4cabc,APPROVED,2022-12-19T20:38:50.777000Z,2022-12-19T20:51:00.720000Z,2022-12-23T22:02:55.784000,2022-12-19T20:51:01.993401Z,730,CZELI6JD,597,"Afrikaans, English",Ambidextrous,32,Female,White,United States,United States,United States,English,No,Full-Time
63a0ce0a0b9116ecf8f5780b,5e44cd061aedc43572ba58b3,APPROVED,2022-12-19T20:48:18.086000Z,2022-12-19T20:59:25.649000Z,2022-12-23T22:02:55.901000,2022-12-19T20:59:26.228351Z,668,CZELI6JD,168,English,Left-handed,20,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
63a0d3e0ebde9e82ac34b38e,6109649dbb35090e6179a6c8,APPROVED,2022-12-19T21:13:09.411000Z,2022-12-19T21:26:34.505000Z,2022-12-23T22:02:56.023000,2022-12-19T21:26:34.862597Z,806,CZELI6JD,29,English,Ambidextrous,25,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63a0d4b30bc9364c3ff57822,5decaac46e09cf3792805023,APPROVED,2022-12-19T21:16:39.522000Z,2022-12-19T21:29:03.724000Z,2022-12-23T22:02:56.148000,2022-12-19T21:29:04.139309Z,745,CZELI6JD,2345,"Spanish, English",Ambidextrous,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63a0d70454b338745b9caee4,55b249bdfdf99b28e3c14b05,APPROVED,2022-12-19T21:26:36.941000Z,2022-12-19T21:47:54.547000Z,2022-12-23T22:02:56.280000,2022-12-19T21:47:54.952644Z,1278,CZELI6JD,1894,English,Left-handed,36,Female,Black,United States,United States,United States,English,No,Full-Time
