Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Handedness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
639a41c8f23b2cb3b66b8794,62853fe01fa0d21c4daacfcb,APPROVED,2022-12-14T21:36:11.770000Z,2022-12-14T21:59:45.514000Z,2022-12-16T06:57:04.115000,2022-12-14T21:59:45.900884Z,1414,CZELI6JD,587,English,Left-handed,25,Male,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639a42c98c5a6a1638c78018,6285892c0fc742d49a255328,APPROVED,2022-12-14T21:40:26.948000Z,2022-12-14T21:51:54.396000Z,2022-12-16T06:57:04.215000,2022-12-14T21:51:54.749723Z,688,CZELI6JD,151,"English, Spanish",Left-handed,21,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a45fff59f750859d02e7e,5ba855d47c0ebe0001272f70,APPROVED,2022-12-14T21:54:37.107000Z,2022-12-14T22:13:53.703000Z,2022-12-16T06:57:04.310000,2022-12-14T22:13:54.114152Z,1157,CZELI6JD,1503,"Albanian, Spanish, English, Italian",Left-handed,28,Male,White,Albania,United States,United States,Albanian,No,Full-Time
639a46aa02f71c819c12e782,62f41a3f40490ce7273873ec,APPROVED,2022-12-14T21:57:00.225000Z,2022-12-14T22:10:33.172000Z,2022-12-16T06:57:04.408000,2022-12-14T22:10:33.644842Z,813,CZELI6JD,140,English,Left-handed,20,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
639a486fc43f62ad3fe0a10c,6160b0eb22d84b34a1b79b2f,APPROVED,2022-12-14T22:04:34.136000Z,2022-12-14T22:15:53.544000Z,2022-12-16T06:57:04.505000,2022-12-14T22:15:53.971761Z,680,CZELI6JD,169,"English, Hindi, Punjabi",Left-handed,19,Female,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
639a49a08c8b890ec902f87c,5b0481d17ac6e4000107e12a,RETURNED,2022-12-14T22:09:38.244000Z,2022-12-14T22:18:41.496000Z,,2022-12-14T22:18:41.870000Z,,CZELI6JD,372,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
639a4a41d49f09699dd02e23,5f4efbf90b8cc113d26921a4,APPROVED,2022-12-14T22:12:19.950000Z,2022-12-14T22:22:06.943000Z,2022-12-16T06:57:04.597000,2022-12-14T22:22:07.350986Z,587,CZELI6JD,2129,English,Left-handed,23,Male,White,United States,United States,United States,English,No,Part-Time
639a4b82986265b772e1dace,5d4cdc63ec9aa0000112ae43,APPROVED,2022-12-14T22:17:48.769000Z,2022-12-14T22:33:23.487000Z,2022-12-16T06:57:04.696000,2022-12-14T22:33:23.855247Z,935,CZELI6JD,471,English,Left-handed,37,Male,Other,United States,United States,United States,English,No,Full-Time
639a4d38edb8689f92afd9ac,5e1f7b2a4c9b832b34e7c9d3,APPROVED,2022-12-14T22:25:01.306000Z,2022-12-14T22:34:47.554000Z,2022-12-16T06:57:04.791000,2022-12-14T22:34:47.944674Z,587,CZELI6JD,1092,English,Left-handed,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a4da2f79851aa29317ee9,60c80c19de11452191e78dd5,APPROVED,2022-12-14T22:27:30.546000Z,2022-12-14T22:44:07.726000Z,2022-12-16T06:57:04.885000,2022-12-14T22:44:08.091617Z,998,CZELI6JD,323,English,Ambidextrous,36,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
639a4da57d1161af3ce0a10d,5a9dd8b1873cda00010d18c5,APPROVED,2022-12-14T22:26:53.231000Z,2022-12-14T22:45:48.390000Z,2022-12-16T06:57:04.982000,2022-12-14T22:45:48.798096Z,1136,CZELI6JD,1290,English,Ambidextrous,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a4ee9e3fa8f9f3a9b03ac,5f55b2de5c3cb118507479f5,RETURNED,2022-12-14T22:32:11.423000Z,2022-12-14T22:32:46.666000Z,,2022-12-14T22:32:47.017000Z,,CZELI6JD,2742,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
639a5007ce2ea3ee53e0db5a,63657781c04fe648496b9bab,APPROVED,2022-12-14T22:36:58.364000Z,2022-12-14T22:49:15.901000Z,2022-12-16T06:57:05.078000,2022-12-14T22:49:16.421111Z,738,CZELI6JD,208,English,Ambidextrous,28,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
639a506e408526f9cee1da91,612c6bd26f5f81c5765989d9,APPROVED,2022-12-14T22:39:25.194000Z,2022-12-14T22:58:09.270000Z,2022-12-16T06:57:05.181000,2022-12-14T22:58:09.637062Z,1125,CZELI6JD,598,English,Ambidextrous,31,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking)
639a507aa68f8626c371408c,5f898a035298a803c5a7b8d1,APPROVED,2022-12-14T22:38:57.583000Z,2022-12-14T22:50:55.381000Z,2022-12-16T06:57:05.275000,2022-12-14T22:50:55.797043Z,718,CZELI6JD,1356,English,Left-handed,33,Female,Mixed,Guyana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a51bb3224de368681cb8e,5c958b7bd676900001e1a73b,APPROVED,2022-12-14T22:52:08.465000Z,2022-12-14T23:07:05.934000Z,2022-12-16T06:57:05.367000,2022-12-14T23:07:06.336010Z,898,CZELI6JD,430,English,Ambidextrous,24,Female,White,United States,United States,United States,English,No,Full-Time
639a51efd736677231bfc36f,60ddf5abb47cc02285793096,APPROVED,2022-12-14T22:45:07.607000Z,2022-12-14T23:02:05.890000Z,2022-12-16T06:57:05.468000,2022-12-14T23:02:06.296867Z,1019,CZELI6JD,1554,English,Left-handed,23,Female,White,United States,United States,United States,English,Yes,Part-Time
639a522c68e65c6c69d91ccf,5f49f3262a3d07563d14a7f1,APPROVED,2022-12-14T22:46:07.829000Z,2022-12-14T23:01:11.010000Z,2022-12-16T06:57:05.561000,2022-12-14T23:01:12.825440Z,904,CZELI6JD,2138,English,Left-handed,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a5252623603ede112e781,5b9dd322f074140001050095,APPROVED,2022-12-14T22:47:03.422000Z,2022-12-14T23:00:56.234000Z,2022-12-16T06:57:05.652000,2022-12-14T23:00:57.263214Z,833,CZELI6JD,1328,English,Left-handed,35,Female,White,United States,United States,United States,English,No,Other
639a52b9ebe995b932256691,60a55d4bb6bd9be6c95b89eb,APPROVED,2022-12-14T22:48:28.121000Z,2022-12-14T23:02:10.668000Z,2022-12-16T06:57:05.753000,2022-12-14T23:02:11.279733Z,823,CZELI6JD,2140,English,Left-handed,27,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a52bc746261fc15daad4e,610d505ad461a3607f6ec804,APPROVED,2022-12-14T22:48:31.336000Z,2022-12-14T23:00:10.319000Z,2022-12-16T06:57:05.856000,2022-12-14T23:00:10.676252Z,699,CZELI6JD,2338,English,Left-handed,28,Male,White,United States,United States,United States,English,Yes,Full-Time
639a53925890b6e6bef318f4,5e4e844553bc702cdf68404d,APPROVED,2022-12-14T22:57:25.017000Z,2022-12-14T23:20:49.659000Z,2022-12-16T06:57:05.951000,2022-12-14T23:20:50.042640Z,1405,CZELI6JD,2751,English,Left-handed,23,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
639a5434f27ff167e4190cc4,594c1e5a9160cb00011d6474,APPROVED,2022-12-14T22:54:47.582000Z,2022-12-14T23:10:30.389000Z,2022-12-16T06:57:06.045000,2022-12-14T23:10:31.358151Z,943,CZELI6JD,1501,English,Left-handed,30,Male,White,United States,United States,United States,English,No,Part-Time
639a5480a04fa09d98317e9a,611bb1fb49fbb5b94a8b5e46,APPROVED,2022-12-14T22:56:04.444000Z,2022-12-14T23:07:55.966000Z,2022-12-16T06:57:06.139000,2022-12-14T23:07:56.360412Z,712,CZELI6JD,283,English,Left-handed,38,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639a55164d807502ffafe658,5cd3ff1ac99584000199dd15,APPROVED,2022-12-14T22:58:41.858000Z,2022-12-14T23:17:23.938000Z,2022-12-16T06:57:06.232000,2022-12-14T23:17:24.363057Z,1123,CZELI6JD,540,English,Ambidextrous,36,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639a5517479612cb0781cbde,5b0cb441444cef0001ca5fbd,APPROVED,2022-12-14T22:58:34.314000Z,2022-12-14T23:08:08.960000Z,2022-12-16T06:57:06.325000,2022-12-14T23:08:09.367748Z,575,CZELI6JD,521,English,Ambidextrous,38,Male,White,United States,United States,United States,English,No,Full-Time
639a5535e19676b5c2d91cb1,5fbd371dc57ae80a38ba00c2,APPROVED,2022-12-14T22:59:05.578000Z,2022-12-14T23:18:53.730000Z,2022-12-16T06:57:06.418000,2022-12-14T23:18:54.076519Z,1189,CZELI6JD,585,"English, Japanese, Spanish",Ambidextrous,33,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
639a5544c1adda8389ab358e,5b5d13d25256470001bc5ef2,APPROVED,2022-12-14T22:59:16.460000Z,2022-12-14T23:08:52.607000Z,2022-12-16T06:57:06.510000,2022-12-14T23:08:53.018522Z,577,CZELI6JD,2011,English,Left-handed,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
639a55926c39b2411c455cef,607778a26ff3de83125f50c5,APPROVED,2022-12-14T23:00:37.758000Z,2022-12-14T23:10:57.449000Z,2022-12-16T06:57:06.605000,2022-12-14T23:10:57.771759Z,620,CZELI6JD,84,English,Left-handed,36,Male,Asian,India,United States,United States,English,No,Other
639a562f344276a12959bc8c,628fde22d960fa7a63fb231d,APPROVED,2022-12-14T23:03:17.952000Z,2022-12-14T23:30:12.226000Z,2022-12-16T06:57:06.699000,2022-12-14T23:30:12.620085Z,1615,CZELI6JD,1577,English,Left-handed,38,Male,Black,United States,United States,United States,English,No,Full-Time
639a5654ed53c361d7317eff,5aa6e29435237b0001130d68,APPROVED,2022-12-14T23:03:50.768000Z,2022-12-14T23:19:33.610000Z,2022-12-16T06:57:06.793000,2022-12-14T23:19:33.938187Z,943,CZELI6JD,2824,"English, Chinese",Left-handed,27,Female,Asian,China,United States,United States,Chinese,No,Full-Time
639a56789325762e672d4e52,608349d97d46ab71fc6c7111,APPROVED,2022-12-14T23:04:27.694000Z,2022-12-14T23:19:58.848000Z,2022-12-16T06:57:06.918000,2022-12-14T23:19:59.275814Z,932,CZELI6JD,1550,English,Left-handed,39,Female,Mixed,United States,United States,United States,English,No,Full-Time
639a569c9a3d4ee7aa03c9ce,63222da004d65dff83fd1de4,APPROVED,2022-12-14T23:05:04.348000Z,2022-12-14T23:35:15.273000Z,2022-12-16T06:57:07.022000,2022-12-14T23:35:15.684204Z,1811,CZELI6JD,201,"English, Chinese",Ambidextrous,DATA_EXPIRED,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
639a56a8d7d3e4db83e93869,6234b7dcc6c6e13d5121ad28,APPROVED,2022-12-14T23:05:12.146000Z,2022-12-14T23:21:00.547000Z,2022-12-16T06:57:07.119000,2022-12-14T23:21:00.876341Z,949,CZELI6JD,539,English,Left-handed,31,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
639a5702d75bf0fb3110ee6c,630d42ab004b0f34fcf4b52e,APPROVED,2022-12-14T23:06:48.492000Z,2022-12-14T23:19:44.977000Z,2022-12-16T06:57:07.216000,2022-12-14T23:19:45.346422Z,777,CZELI6JD,326,English,Ambidextrous,37,Male,White,United States,United States,United States,English,No,Full-Time
639a577f7c1605190e02f852,610898813e48dc2864965122,APPROVED,2022-12-14T23:08:47.579000Z,2022-12-14T23:21:18.424000Z,2022-12-16T06:57:07.309000,2022-12-14T23:21:18.807685Z,751,CZELI6JD,1851,English,Left-handed,26,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
