subject	first_block	acc_slash	acc_z	acc_absent	acc_present	acc_global_LVF	acc_global_RVF	acc_local_LVF	acc_local_RVF	rt_global_LVF	rt_global_RVF	rt_local_LVF	rt_local_RVF	rt_overall	duration_s	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	headphonecheck_nCorrect	stereocheck_nCorrect	DL_right	DL_left	DL_other	DL_monoPctCorrect	DL_dualPctCorrect	DL_lat	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response	DL_i1_clickhand
5e730aa954a7b42617d99c5a	z	93.75	96.25	75	100	100	100	100	100	430.5	430.5	453.5	468.5	448	575.95	0	0	0	0	6	6	35	56	29	100	75.83	-23.076923076923077	-25	0	-12.5	-12.5	-50	26	US	Female	12	Black or African American	No	No	NA	NA	100
5e7902515312ee4a99c22e53	slash	86.25	93.75	65.625	96.09375	96.875	100	90.625	96.875	398	442	479	466	443.5	999.317	0	0	0	0	6	6	80	17	23	95.83	80.83	64.94845360824742	-25	-25	-25	-25	-100	35	UK	Male	18	White	No	No	NA	NA	100
5e7987df47422a5443426cd7	slash	97.5	93.75	84.375	98.4375	100	100	93.75	100	474.5	517	588.5	565.5	540.5	1951.169	0	0	0	0	6	6	65	37	18	100	85	27.450980392156865	-25	-25	-25	-25	-100	19	UK	Female	12	Asian	No	No	NA	NA	-100
5e7e846a89a21d55d5e77411	slash	86.25	97.5	84.375	93.75	100	78.125	96.875	100	805	875.5	853	755	810	918.022	0	0	0	0	5	6	74	28	18	95.83	85	45.09803921568628	-25	-25	-25	-25	-100	21	UK	Male	12	Asian	No	No	NA	NA	-50
5e80b2ad6f603400087d0611	slash	85	95	84.375	91.40625	96.875	100	84.375	84.375	473.5	495	629	698	555	805.664	0	0	0	0	3	6	48	39	33	83.33	72.5	10.344827586206897	-12.5	-12.5	12.5	-25	-37.5	36	UK	Male	18	White	No	No	NA	very complicated the first part as the figures were showing very fast	100
5e836a3c2598d409928dae31	slash	96.25	98.75	96.875	97.65625	100	96.875	93.75	100	421	436	518.5	471	466	625.844	0	0	0	0	6	6	99	9	12	100	90	83.33333333333334	25	25	12.5	12.5	75	39	US	Male	16	White	No	No	NA	This was tricky! Actually pretty fun though - would be interested in doing more """"iterations"""" of stuff like this	100
5e84bd7c34d5d9072128fac1	slash	98.75	98.75	93.75	100	100	100	100	100	316	379	345	393.5	368.5	1690.069	0	0	0	0	6	6	60	35	25	87.5	79.17	26.31578947368421	25	25	25	25	100	36	US	Male	14	White	No	No	NA	NA	100
5e872f5b3a32c337ba65aa68	z	96.25	90	93.75	92.96875	90.625	100	81.25	100	724	626	721.5	657.5	664	1451.296	0	0	0	0	6	6	90	15	15	100	87.5	71.42857142857143	25	25	25	25	100	33	US	Male	8	Black or African American	No	No	NA	NA	100
5e88288b0a0d8f4ad029f6e3	slash	77.5	81.25	6.25	97.65625	96.875	100	93.75	100	197	161	214	151	171.5	598.666	1	0	1	0	1	6	28	45	47	66.67	60.83	-23.28767123287671	-25	25	-12.5	0	-12.5	39	US	Male	12	White	No	No	NA	NA	50
5e8caf1b063693041f6ac524	slash	67.5	88.75	71.875	79.6875	81.25	65.625	84.375	87.5	1138.5	1103.5	870.5	915.5	958	1250.768	0	0	0	0	0	6	71	36	13	100	89.17	32.71028037383177	25	0	0	25	50	40	US	Male	12	White	No	No	NA	NA	100
5e8f1eb6bb578701f190229b	slash	77.5	93.75	87.5	85.15625	84.375	84.375	90.625	81.25	776.5	779.5	817.5	832	804.5	1317.152	0	0	0	0	5	6	61	40	19	100	84.17	20.792079207920793	-25	-25	-25	-12.5	-87.5	28	UK	Female	18	White	No	No	NA	NA	-100
5e8f4b597ec957073a4ea143	z	82.5	75	65.625	82.03125	84.375	78.125	71.875	93.75	847	841	872	875.5	870	1353.223	0	0	0	0	6	6	45	64	11	100	90.83	-17.431192660550458	-25	-25	-25	-25	-100	23	UK	Male	16	White	No	No	NA	NA	50
5e905888b3f91e367d4b555f	slash	87.5	91.25	53.125	98.4375	100	96.875	96.875	100	427	493	502	488.5	483	1298.701	0	0	0	0	0	6	40	69	11	100	90.83	-26.605504587155966	-25	-25	-25	-25	-100	26	UK	Female	16	Multiple	No	No	NA	NA	100
5e92a1a4fc57e20f92eef47f	slash	86.25	90	75	91.40625	96.875	96.875	84.375	87.5	542	628.5	846	801.5	701	631.625	0	0	0	0	0	1	44	52	24	100	80	-8.333333333333332	25	0	12.5	12.5	50	36	US	Female	16	White	No	No	NA	NA	100
5e937e8e4d246b6b4162ae72	z	98.75	96.25	93.75	98.4375	96.875	100	96.875	100	904.5	908	915.5	911	909	624.081	0	0	0	0	5	6	53	42	25	91.67	79.17	11.578947368421053	25	25	12.5	12.5	75	33	US	Male	21	White	No	No	NA	I can't think of anything.	100
5e9847daec534b03f4769cab	z	90	91.25	62.5	97.65625	100	93.75	100	96.875	921.5	900.5	912.5	952	923.5	1361.643	0	0	0	0	6	0	35	47	38	100	68.33	-14.634146341463413	25	25	25	25	100	27	UK	Male	18	Asian	No	No	NA	NA	100
5e98ce846515431026d195c6	z	87.5	81.25	65.625	89.0625	96.875	84.375	84.375	90.625	701.5	585.5	724	639	670	767.607	0	0	0	0	2	6	50	50	20	91.67	83.33	0	25	25	25	25	100	27	UK	Female	18	White	No	No	NA	NA	100
5e9a753ccc244610ac6b0d87	z	90	75	90.625	80.46875	93.75	90.625	53.125	84.375	999	857	1316	971.5	996	1652.821	0	0	0	0	6	6	37	52	31	100	74.17	-16.853932584269664	25	0	0	12.5	37.5	33	US	Female	14	White	No	No	NA	Great survey! Thanks!	100
5e9b9eaee0e30b0b27983c50	z	95	96.25	78.125	100	100	100	100	100	605.5	541.5	616	480	561.5	589.073	0	0	0	0	6	6	86	20	14	100	88.33	62.264150943396224	25	12.5	0	-25	12.5	22	UK	Female	18	Asian	No	No	NA	NA	100
5e9bda4fc2758f0f5713a3f8	z	98.75	87.5	81.25	96.09375	100	87.5	96.875	100	921	871.5	971	882.5	935	2077.887	0	0	0	0	3	4	41	63	16	91.67	86.67	-21.153846153846153	NA	NA	NA	NA	NA	30	UK	Female	16	White	No	NA	NA	NA	NA
5e9f31ca9b0a040704ee0bad	slash	85	86.25	68.75	89.84375	90.625	90.625	90.625	87.5	429	522	478	540	493	554.451	0	0	0	0	6	6	30	77	13	91.67	89.17	-43.925233644859816	12.5	-25	0	-25	-37.5	24	UK	Female	16	White	No	No	NA	NA	0
5e9f324c7a996d0aa2ff651e	slash	97.5	95	90.625	97.65625	100	93.75	96.875	100	523.5	624	657	455.5	580.5	1021.1	0	0	0	0	6	6	51	40	29	91.67	75.83	12.087912087912088	25	12.5	25	25	87.5	29	US	Male	12	Multiple	Yes	No	NA	I'm selectively ambidextrous, I usually operate my computer with my left but most other things with my right hand.	-100
5ea043f2618bcf041cb4c245	slash	80	83.75	43.75	91.40625	96.875	93.75	93.75	81.25	371.5	384	417	540	407.5	2035.233	0	0	0	0	6	6	26	24	70	20.83	41.67	4	25	25	25	25	100	31	UK	Female	12	Black or African American	No	No	NA	yes I definately felt more in control using my right hand. my left side felt like i pressed a few times which i shouldnt have. more of an inpulse action. great survey thanks.	-50
5ea556346fe116549c336fc9	z	97.5	97.5	87.5	100	100	100	100	100	577.5	528	524.5	506	534	615.605	0	0	0	0	0	6	62	44	14	95.83	88.33	16.9811320754717	-25	-12.5	-12.5	-25	-75	22	UK	Male	12	White	No	No	NA	NA	100
5ea63190173fb765f87a89a8	slash	96.25	97.5	90.625	98.4375	96.875	100	96.875	100	711	676.5	681.5	606	677	1569.33	0	0	0	0	6	6	83	15	22	95.83	81.67	69.38775510204081	25	25	25	25	100	23	US	Male	12	White	No	No	NA	NA	100
5ea848facb20c326fa2679bb	slash	75	86.25	68.75	83.59375	81.25	84.375	84.375	84.375	573	614	668	649	621	730.718	0	0	0	0	2	6	41	39	40	66.67	66.67	2.5	12.5	0	0	12.5	25	31	UK	Female	16	Asian	No	No	NA	NA	-50
5ea8c2580e5ed332ad771cb7	slash	88.75	87.5	53.125	96.875	93.75	96.875	100	96.875	598.5	659.5	689	757	704.5	1348.411	0	0	0	0	6	6	62	30	28	100	76.67	34.78260869565217	-25	0	-25	25	-25	27	US	Female	12	Multiple	No	No	NA	NA	100
5ea92954ef7ece00096faf5a	slash	83.75	95	90.625	89.0625	90.625	81.25	87.5	96.875	743	933	717.5	703	761	561.095	0	0	0	0	2	6	26	72	22	100	81.67	-46.93877551020408	25	25	25	25	100	27	US	Female	16	Asian	No	No	NA	NA	100
5ea95ca4936cd3035f7e3e3a	z	97.5	90	90.625	94.53125	93.75	96.875	93.75	93.75	814.5	824.5	947.5	881	863	762.251	0	0	0	0	6	4	111	2	7	100	94.17	96.46017699115043	25	25	25	25	100	38	US	Female	18	White	No	No	NA	NA	100
5ea9cb32040c211222bcbb69	z	90	92.5	65.625	97.65625	100	96.875	93.75	100	383.5	372	551	440.5	435.5	1012.582	0	0	0	0	6	6	61	27	32	75	73.33	38.63636363636363	25	0	25	0	50	34	US	Female	12	Multiple	No	No	NA	3	100
5ea9f6b340571b17901e6949	z	88.75	83.75	43.75	96.875	96.875	96.875	96.875	96.875	889	962.5	930.5	1127	962.5	1475.287	0	0	0	0	6	6	47	53	20	100	83.33	-6	-25	-25	-25	-25	-100	31	UK	Female	16	White	No	No	NA	n/a	100
5eaab7bc385332016e089dda	slash	85	96.25	81.25	92.96875	100	87.5	96.875	87.5	941	923.5	996.5	1028.5	974.5	1581.456	0	0	0	0	6	6	38	40	42	75	65	-2.564102564102564	-25	25	-25	-25	-50	37	UK	Male	16	White	No	No	NA	NA	100
5eaecb0824839e59ed3523eb	z	100	100	100	100	100	100	100	100	783.5	790.5	794.5	781	787.5	1209.577	0	0	0	0	6	6	51	45	24	75	80	6.25	-25	-25	0	-12.5	-62.5	38	UK	Male	18	White	No	No	NA	NA	-100
5eb1d84a32ae1d128f1fc7ba	z	98.75	91.25	96.875	94.53125	100	90.625	93.75	93.75	501.5	617	562.5	598.5	574.5	1641.533	0	0	0	0	6	6	57	36	27	87.5	77.5	22.58064516129032	-25	-25	-25	-25	-100	19	UK	Male	12	White	No	No	NA	NA	100
5eb2134abde80d38a869a0a3	slash	86.25	83.75	34.375	97.65625	100	96.875	93.75	100	373.5	389	372.5	356	369.5	1320.198	0	0	0	0	2	4	49	59	12	91.67	90	-9.25925925925926	-25	-25	-25	-25	-100	38	US	Female	16	White	No	No	NA	NA	-100
5eb32b8adc8fc511560fca82	slash	96.25	97.5	96.875	96.875	100	90.625	100	96.875	435	512	484	517.5	486	934.722	0	0	0	0	6	6	57	35	28	100	76.67	23.91304347826087	25	-25	25	25	50	22	US	Male	12	Asian	Yes	No	NA	NA	100
5eb400dfeb119a1f67e22297	slash	83.75	90	43.75	97.65625	100	96.875	96.875	96.875	382.5	409.5	387	386.5	389	555.5	0	0	0	0	6	6	46	61	13	95.83	89.17	-14.018691588785046	-25	-25	-25	-25	-100	22	UK	Female	16	Multiple	No	No	NA	NA	-50
5eb4909c2f46f82f9280a49b	slash	73.75	73.75	37.5	82.8125	100	100	59.375	71.875	377	438.5	1181	956.5	666.5	709.546	0	0	0	0	5	6	58	38	24	95.83	80	20.833333333333336	-25	-12.5	-12.5	-25	-75	25	UK	Male	12	White	No	No	NA	NA	-100
5eb8ff91a1bdb386c80cd7ea	slash	92.5	93.75	78.125	96.875	96.875	96.875	93.75	100	752	725	761.5	753	749.5	573.583	0	0	0	0	6	6	37	61	22	100	81.67	-24.489795918367346	-25	-25	-25	-25	-100	30	UK	Male	16	White	No	No	NA	NA	50
5ebed2706c113a28c66ad396	z	66.25	65	40.625	71.875	100	93.75	40.625	53.125	478.5	479	2003	911	565.5	783.124	0	0	0	0	0	6	23	31	66	62.5	45	-14.814814814814813	-25	-25	-25	-12.5	-87.5	21	UK	Male	14	Asian	No	No	NA	NA	-100
5ec06f59c4ceb1481f225bbd	slash	100	96.25	90.625	100	100	100	100	100	644	515	655	584.5	584.5	507.226	0	0	0	0	3	5	54	57	9	95.83	92.5	-2.7027027027027026	-25	12.5	-12.5	-25	-50	21	US	Female	12	White	No	No	NA	NA	100
5ec2142f6e98202af3300059	z	83.75	83.75	59.375	89.84375	93.75	90.625	78.125	96.875	406.5	380	464.5	449.5	424	547.83	0	0	0	0	6	6	102	4	14	79.17	88.33	92.45283018867924	25	25	0	25	75	27	US	Male	12	White	No	No	NA	NA	100
5ec359a0e7928519b8cf64af	z	95	97.5	96.875	96.09375	100	96.875	90.625	96.875	788.5	751.5	884	834	798.5	1268.83	0	0	0	0	5	6	66	26	28	100	76.67	43.47826086956522	25	25	25	25	100	24	US	Male	16	Multiple	Yes	No	NA	NA	100
5ec3f8bde69a92288ec450af	slash	90	90	90.625	89.84375	100	90.625	78.125	90.625	828	830.5	887.5	853.5	862	669.197	0	0	0	0	6	6	73	27	20	100	83.33	46	-25	-12.5	-25	-12.5	-75	27	UK	Female	12	White	No	No	NA	NA	-50
5ec441b77b846b31db2d328a	z	73.75	81.25	6.25	95.3125	90.625	96.875	96.875	96.875	233	224.5	176.5	196	215.5	1550.629	0	0	0	0	4	6	41	51	28	79.17	76.67	-10.869565217391305	25	12.5	12.5	12.5	62.5	23	US	Female	16	Asian	No	No	NA	NA	0
5ec4a156bc5aac3819ac52f2	slash	86.25	90	46.875	98.4375	100	96.875	96.875	100	378.5	388	436	399.5	391.5	1043.595	0	0	0	0	6	6	48	39	33	66.67	72.5	10.344827586206897	25	25	12.5	12.5	75	29	US	Male	14	Black or African American	No	No	NA	NA	0
5ec53ac5db44d64b617c1b97	slash	86.25	82.5	40.625	95.3125	100	90.625	93.75	96.875	339	351	360	364.5	351	1259.438	0	0	0	0	5	6	56	41	23	100	80.83	15.463917525773196	-25	-25	-25	-12.5	-87.5	34	US	Female	16	White	Yes	No	NA	NA	-100
5ec599168c7fa65cabe8b5c7	slash	80	78.75	53.125	85.9375	96.875	100	81.25	65.625	1036	969.5	1294	1436	1160.5	976.602	0	0	0	0	6	6	89	21	10	100	91.67	61.81818181818181	25	25	25	25	100	34	US	Female	16	White	No	No	NA	NA	100
5ec5a64c306f255ec98d5cc1	z	97.5	87.5	100	90.625	96.875	93.75	75	96.875	587.5	597	710	603	615	2026.262	0	0	0	0	5	6	46	45	29	87.5	75.83	1.098901098901099	25	25	25	25	100	35	US	Female	14	Asian	No	No	NA	NA	100
5ec62902bb44c16b842128f9	slash	36.25	46.25	68.75	34.375	50	28.125	21.875	37.5	1907	2000	2000	2000	2000	2302.817	0	1	0	1	6	6	46	56	18	83.33	85	-9.803921568627452	12.5	12.5	0	0	25	35	US	Male	16	White	No	No	NA	NA	0
5ec6df52f52d1111598b1221	z	75	77.5	81.25	75	96.875	96.875	56.25	50	490.5	476.5	1472	1685.5	740	1112.249	0	0	0	0	5	6	74	30	16	100	86.67	42.30769230769231	25	25	25	25	100	38	US	Male	12	White	No	No	NA	No	100
5ec6f9a4ce75e2141fb9d957	slash	90	97.5	84.375	96.09375	96.875	96.875	93.75	96.875	584	534	542.5	536	544	639.614	0	0	0	0	6	3	49	39	32	75	73.33	11.363636363636363	-25	-25	-25	-25	-100	34	UK	Female	16	Black or African American	No	No	NA	NA	100
5ecb6acd10d2c36e6124c9bd	z	92.5	86.25	90.625	89.0625	100	96.875	75	84.375	541	533	922.5	644	616	897.134	0	0	0	0	4	6	51	34	35	100	70.83	20	12.5	-25	-25	-25	-62.5	38	UK	Female	21	White	No	No	NA	NA	100
5ecc5d22a5e08e45bf551927	slash	88.75	95	87.5	92.96875	96.875	96.875	87.5	90.625	794.5	791	819	782	792.5	694.278	0	0	0	0	6	6	37	56	27	100	77.5	-20.43010752688172	-25	-12.5	-25	-25	-87.5	21	UK	Male	16	White	No	No	NA	NA	-100
5ece0f3693c34518cb5cbef5	z	92.5	80	81.25	87.5	93.75	93.75	78.125	84.375	477.5	578	674.5	722	600.5	498.806	0	0	0	0	4	6	32	52	36	95.83	70	-23.809523809523807	25	25	0	0	50	30	US	Female	12	White	No	No	NA	I had a technical issue the first time I tried to complete this study and quit out of it which resulted in it automatically submitting the study even though I got stuck trying to get to the practice run. I opened the study again to try again in case it was just a glitch that time and this time made it through the whole study. Not sure if this will be able to be saved after the first try where I had to quit out due to the technical issue.	100
5ece8e8cfe7304272dc17551	slash	90	90	56.25	98.4375	100	100	96.875	96.875	388.5	398	419	482	422.5	1253.408	0	0	0	0	0	6	12	96	12	100	90	-77.77777777777779	-25	-25	-25	-25	-100	39	UK	Female	16	White	No	No	NA	NA	-100
5ecf82c4e84c2d01e7ba2f7a	z	87.5	87.5	40.625	99.21875	96.875	100	100	100	363	376.5	415	394.5	388	1075.529	0	0	0	0	6	6	63	45	12	100	90	16.666666666666664	25	12.5	0	0	37.5	21	UK	Female	16	White	No	No	NA	NA	100
5ed1cd25eb6dc1122dbd700f	slash	78.75	87.5	43.75	92.96875	87.5	84.375	100	100	411	418	442.5	391.5	417.5	1064.427	0	0	0	0	0	6	57	49	14	83.33	88.33	7.547169811320755	25	25	25	25	100	32	US	Female	18	Black or African American	No	No	NA	NA	100
5ed2bdf295ed8f251d614b21	z	97.5	96.25	87.5	99.21875	100	96.875	100	100	412	509.5	492	494.5	479	477.219	0	0	0	0	6	6	63	44	13	100	89.17	17.75700934579439	-25	-25	-25	-25	-100	21	UK	Male	16	White	No	No	NA	NA	-100
5ed3f7a0f387a109b6580537	z	92.5	88.75	56.25	99.21875	100	96.875	100	100	541.5	754.5	685	660	665	1209.881	0	0	0	0	6	6	61	41	18	83.33	85	19.607843137254903	-25	-25	-25	-25	-100	31	UK	Male	18	White	No	No	NA	n/a	100
5ed3f7c5c739ce0a04ce3df5	slash	87.5	82.5	31.25	98.4375	100	96.875	96.875	100	250.5	255	263	289.5	263	511.472	0	0	0	0	4	6	37	41	42	54.17	65	-5.128205128205128	-25	0	-25	-25	-75	29	UK	Female	16	White	No	No	NA	NA	100
5ed40545225e613ba9f16b57	z	90	85	56.25	95.3125	100	96.875	90.625	93.75	369.5	398.5	545.5	429.5	411	804.422	0	0	0	0	5	6	66	25	29	87.5	75.83	45.05494505494506	-25	-12.5	-25	-12.5	-75	21	UK	Female	14	White	No	No	NA	I found this very interesting how the more you think about the sounds the more you can focus on overlapping words and the first part was interesting too	-100
5edbf6a29a8d508920c14f6c	slash	95	96.25	96.875	95.3125	93.75	93.75	100	93.75	711.5	644	647	655.5	658	606.51	0	0	0	0	4	6	33	66	21	87.5	82.5	-33.33333333333333	-25	-12.5	-25	-12.5	-75	33	UK	Male	12	White	No	No	NA	NA	100
5ee00b8630f30b34f2a5dc1c	z	93.75	93.75	71.875	99.21875	100	100	100	96.875	410	533.5	510	523	495.5	1055.923	0	0	0	0	6	6	86	15	19	100	84.17	70.29702970297029	25	25	25	25	100	33	US	Male	12	White	No	No	NA	NA	100
5ee167bb5b9407188fc9f15f	z	93.75	92.5	71.875	98.4375	96.875	100	100	96.875	435	468	527	496.5	486.5	589.905	0	0	0	0	1	6	70	34	16	100	86.67	34.61538461538461	-25	12.5	-25	-25	-62.5	29	UK	Female	16	White	No	No	NA	NA	100
5ee1be444c9d75206ce5aa92	z	100	97.5	93.75	100	100	100	100	100	937.5	976	945	965.5	959	1143.854	0	0	0	0	6	6	78	25	17	95.83	85.83	51.45631067961165	25	25	25	25	100	26	US	Male	16	Asian	No	No	NA	NA	100
5ee232f2b970662cfa352567	z	95	90	87.5	93.75	100	90.625	84.375	100	906	925.5	1045.5	922	936.5	1298.1	0	0	0	0	6	6	85	23	12	100	90	57.407407407407405	25	25	25	12.5	87.5	35	US	Male	16	White	No	No	NA	NA	100
5ee5483b1dfa3b0ded826eee	slash	85	88.75	84.375	87.5	96.875	59.375	93.75	100	653	996	660	637	670.5	600.007	0	0	0	0	6	6	79	8	33	75	72.5	81.60919540229885	25	12.5	25	12.5	75	23	UK	Male	16	Asian	No	No	NA	NA	100
5ee62007551db1034cb9696a	z	98.75	87.5	84.375	95.3125	96.875	93.75	93.75	96.875	804	817	779.5	772.5	788.5	677.87	0	0	0	0	0	6	38	40	42	87.5	65	-2.564102564102564	-25	-12.5	-12.5	-12.5	-62.5	24	UK	Male	12	White	No	No	NA	NA	0
5ee6be54321536000905346a	slash	85	92.5	53.125	97.65625	96.875	100	93.75	100	412	412	470	443	438	1197.665	0	0	0	0	6	6	55	36	29	87.5	75.83	20.87912087912088	-25	12.5	25	0	12.5	31	US	Female	14	Multiple	No	No	NA	NA	100
5ee7b0a316b7d10662171450	slash	96.25	96.25	81.25	100	100	100	100	100	311.5	360	347.5	340	342	1277.262	0	0	0	0	2	6	38	62	20	95.83	83.33	-24	-25	-12.5	-25	-25	-87.5	25	UK	Male	12	White	No	No	NA	none, thanks!	50
5ee811d6f82aa71171ed4d83	slash	96.25	90	68.75	99.21875	100	100	96.875	100	371	407	497.5	491	444.5	1100.375	0	0	0	0	5	6	69	27	24	87.5	80	43.75	-25	25	-25	25	0	26	US	Female	12	Multiple	No	No	NA	NA	100
5ee93ab8a93d8b15baf72fc5	slash	85	77.5	31.25	93.75	90.625	96.875	93.75	93.75	311.5	299.5	356	350.5	329	648.241	0	0	0	0	4	6	50	63	7	100	94.17	-11.504424778761061	-25	-25	-12.5	-12.5	-75	24	US	Female	16	White	No	No	NA	NA	100
5ee9e9c1496265000a792544	slash	92.5	96.25	87.5	96.09375	100	100	87.5	96.875	612.5	658	667	726.5	671	1372.379	0	0	0	0	2	6	51	53	16	100	86.67	-1.9230769230769231	-25	-12.5	-25	-25	-87.5	25	UK	Female	16	White	No	No	NA	NA	0
5eea49c09e6f8711b4cdf3bb	z	83.75	72.5	87.5	75.78125	96.875	96.875	68.75	40.625	457	430.5	929	2000	572	768.461	0	0	0	0	6	6	69	27	24	100	80	43.75	25	-25	25	12.5	37.5	26	US	Male	16	White	No	No	NA	NA	100
5eeaa8ee94a7f8046a02a20d	slash	88.75	93.75	68.75	96.875	96.875	96.875	93.75	100	751	809.5	773	636.5	734.5	684.097	0	0	0	0	6	6	81	27	12	100	90	50	25	25	25	25	100	39	US	Male	21	White	No	No	NA	NA	100
5eeaff28cf5da71d691ef212	slash	67.5	71.25	71.875	68.75	100	100	31.25	43.75	372.5	411.5	2003	2003	427.5	1170.24	0	0	0	0	6	6	65	28	27	100	77.5	39.784946236559136	-25	12.5	-25	25	-12.5	23	US	Male	16	Asian	No	No	NA	NA	100
5eecd2e3a38fd009dd9d1f3d	z	97.5	88.75	90.625	93.75	90.625	100	93.75	90.625	749.5	724	787.5	781.5	739	640.549	0	0	0	0	6	6	36	51	33	83.33	72.5	-17.24137931034483	-25	-25	-25	-25	-100	33	UK	Male	12	White	No	Yes	Done the sound part for sure, can't recall if done the shapes.	NA	100
5eee761287fdd331fc618449	z	61.25000000000001	60	96.875	51.5625	100	100	3.125	3.125	409.5	442	2000	2000	720	854.232	0	0	0	0	0	4	46	52	22	79.17	81.67	-6.122448979591836	0	0	0	0	0	31	UK	Male	12	White	No	No	NA	NA	0
5eee7e5812de8e32ecde556c	slash	81.25	81.25	100	76.5625	100	90.625	62.5	53.125	865	885.5	1131	1256	922	1287.182	0	0	0	0	6	6	37	63	20	100	83.33	-26	-25	-25	-25	-25	-100	24	UK	Female	16	White	No	No	NA	NA	-100
5ef23630f2d2bf0589880921	z	87.5	86.25	78.125	89.0625	96.875	87.5	96.875	75	548.5	553.5	573	743	574	1153.324	0	0	0	0	6	6	49	38	33	83.33	72.5	12.643678160919542	-25	0	-25	-25	-75	27	UK	Female	16	White	No	No	NA	NA	-100
5ef246c6d2b9060809858e7e	slash	100	97.5	96.875	99.21875	100	100	96.875	100	685	714	710.5	712.5	708	1392.801	0	0	0	0	4	6	49	65	6	100	95	-14.035087719298245	25	25	25	25	100	25	US	Female	12	White	No	No	NA	NA	100
5efa98dd74af25000cdbbf43	slash	78.75	77.5	59.375	82.8125	100	96.875	75	59.375	420.5	366	498	635	452.5	869.717	0	0	0	0	6	6	55	40	25	95.83	79.17	15.789473684210526	25	-25	25	25	50	22	US	Male	12	White	No	No	NA	NA	100
5efb022116108c000a66a141	slash	81.25	77.5	28.125	92.1875	87.5	90.625	100	90.625	315.5	424	373	346.5	339.5	1490.422	1	0	0	0	0	6	46	43	31	83.33	74.17	3.3707865168539324	-25	-12.5	-25	-25	-87.5	30	UK	Female	18	White	No	No	NA	NA	-100
5efb31fa8cd32f04bf048643	slash	92.5	96.25	84.375	96.875	100	96.875	90.625	100	620	641.5	685.5	613.5	649	1066.529	0	0	0	0	6	6	85	18	17	100	85.83	65.0485436893204	25	25	25	25	100	36	US	Female	12	White	No	No	NA	NA	100
5efb49177e130c0785b93842	slash	83.75	87.5	90.625	84.375	87.5	84.375	78.125	87.5	870.5	886	941.5	835.5	882.5	732.721	0	0	0	0	4	6	55	52	13	95.83	89.17	2.803738317757009	-25	12.5	-12.5	0	-25	29	UK	Female	16	White	No	No	NA	NA	50
5efb4cfd797e7108c3823ae5	slash	82.5	78.75	15.625	96.875	96.875	100	100	90.625	275	242	312.5	255	267	583.869	0	0	0	0	0	6	51	45	24	100	80	6.25	-25	-12.5	-25	-12.5	-75	28	UK	Female	18	White	No	No	NA	NA	100
5efca9b3026506070acda120	slash	77.5	78.75	78.125	78.125	96.875	75	71.875	68.75	756.5	853.5	1093.5	1288.5	946	1460.799	0	0	0	0	6	6	64	38	18	100	85	25.49019607843137	-25	12.5	12.5	12.5	12.5	40	UK	Female	16	White	No	No	NA	in reference to the last task of the experiment I find it harder to do nothing instead of hitting a button for example if you don't see squares or rectangular shapes, it hard to get into a flow.	50
5efcd984f7176d0e6a59dd17	slash	95	91.25	71.875	98.4375	96.875	96.875	100	100	520.5	452.5	561	558.5	520	1134.782	0	0	0	0	6	6	70	26	24	100	80	45.83333333333333	-25	12.5	-25	-12.5	-50	36	UK	Female	16	White	No	Yes	NA	NA	100
5efcdcfeaead790f210c3181	slash	96.25	100	100	97.65625	100	100	96.875	93.75	560	525.5	741	770.5	662.5	618.647	0	0	0	0	6	6	59	40	21	100	82.5	19.19191919191919	-25	0	-12.5	0	-37.5	40	UK	Female	12	White	No	Yes	NA	NA	50
5efd3f03dbefb617cf28b12e	z	98.75	93.75	81.25	100	100	100	100	100	631.5	701	677	669	673.5	662.89	0	0	0	0	0	6	57	50	13	95.83	89.17	6.5420560747663545	25	0	12.5	12.5	50	33	US	Male	16	Asian	No	No	NA	NA	100
5efef32a88bb6a01c8087591	slash	96.25	95	93.75	96.09375	96.875	90.625	96.875	100	586	513	533	575.5	559	1461.163	0	0	0	0	6	6	72	24	24	83.33	80	50	25	25	25	25	100	22	US	Male	14	White	No	No	NA	NA	100
5f0576c2b5b074000a8664cc	z	87.5	88.75	56.25	96.09375	93.75	93.75	100	96.875	537	525.5	592.5	713.5	573.5	1246.858	0	0	0	0	1	6	60	42	18	95.83	85	17.647058823529413	-25	-12.5	-25	-25	-87.5	27	UK	Female	16	White	No	No	NA	NA	-100
5f05b6a83c0c4206b334458a	z	93.75	90	96.875	90.625	100	100	93.75	68.75	504.5	476.5	627.5	842	603	597.104	0	0	0	0	0	6	54	48	18	87.5	85	5.88235294117647	-25	25	12.5	0	12.5	39	UK	Male	16	White	No	No	NA	NA	50
5f07d4c092ba8742ace3d2de	slash	88.75	88.75	53.125	97.65625	100	100	96.875	93.75	555	672.5	757.5	651	636	1102.346	0	0	0	0	6	6	50	46	24	100	80	4.166666666666666	12.5	-12.5	-12.5	-12.5	-25	39	US	Female	12	White	No	No	NA	NA	50
