subject	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total
5eeaa8ee94a7f8046a02a20d	25	25	25	25	100
5eeaff28cf5da71d691ef212	-25	12.5	-25	25	-12.5
5eecd2e3a38fd009dd9d1f3d	-25	-25	-25	-25	-100
5eee761287fdd331fc618449	0	0	0	0	0
5eee7e5812de8e32ecde556c	-25	-25	-25	-25	-100
5ef23630f2d2bf0589880921	-25	0	-25	-25	-75
5ef246c6d2b9060809858e7e	25	25	25	25	100
5efa98dd74af25000cdbbf43	25	-25	25	25	50
5efb022116108c000a66a141	-25	-12.5	-25	-25	-87.5
5efb31fa8cd32f04bf048643	25	25	25	25	100
5efb49177e130c0785b93842	-25	12.5	-12.5	0	-25
5efb4cfd797e7108c3823ae5	-25	-12.5	-25	-12.5	-75
5efca9b3026506070acda120	-25	12.5	12.5	12.5	12.5
5efcd984f7176d0e6a59dd17	-25	12.5	-25	-12.5	-50
5efcdcfeaead790f210c3181	-25	0	-12.5	0	-37.5
5efd3f03dbefb617cf28b12e	25	0	12.5	12.5	50
5efef32a88bb6a01c8087591	25	25	25	25	100
5f0576c2b5b074000a8664cc	-25	-12.5	-25	-25	-87.5
5f05b6a83c0c4206b334458a	-25	25	12.5	0	12.5
5f07d4c092ba8742ace3d2de	12.5	-12.5	-12.5	-12.5	-25
5f08d7adb7990e14b0a2b4a2	-25	0	-12.5	-12.5	-50
5f0a14c3d362030c483654a3	-25	-25	-25	-25	-100
5f0a7dec44c42c19a6c9f6d9	25	25	25	25	100
5f0bcb67acb8844f8a226f2b	-25	0	-25	-25	-75
5f0e9896f5e4e11e12c8f5ac	25	25	25	25	100
5f0fba550d4c1304aa069f1d	-25	-12.5	-25	-25	-87.5
5f105b47d36c8701ec112317	-25	-25	-25	-25	-100
5f110f4591d25946c7df1b87	-25	-25	-25	-25	-100
5f117601aeef1d5095578b01	-25	25	25	-25	0
5f11eb333c6e2c0df5b92270	-25	12.5	-25	-25	-62.5
5f178176fd9dc510cad21a86	25	12.5	25	12.5	75
5f1b775a104d42375a677b15	12.5	12.5	25	12.5	62.5
5f1c0a9e47a90a000ad55e2c	25	12.5	0	25	62.5
5f1c0b2946a0aa454dd5ee2c	-25	-12.5	-25	-25	-87.5
5f1dc8e9a351ad07a95854c1	12.5	25	12.5	0	50
5f20c7843957f61f62c58bb6	25	12.5	25	25	87.5
5f218ec7604e35564a7ea1ea	25	12.5	12.5	12.5	62.5
5f240054aa2111204f231a51	-25	25	-25	-25	-50
5f2788ddf5b51d1407d074b5	25	0	25	12.5	62.5
5f2ef53d7729c52ae63230a2	-25	0	-25	-25	-75
5f3077924fd8214dc6684e55	-25	25	0	-25	-25
5f36767024b51d0277f24582	25	12.5	12.5	12.5	62.5
5f3b033d78bf3c202a84aeb6	25	25	25	25	100
5f3bd56999a44d9324b76ddb	-25	-25	-25	-25	-100
5f3c2648a9ef86a4c10de377	-25	-25	12.5	-25	-62.5
5f3c5d4c9168ccad270ddb36	-25	-12.5	-12.5	-25	-75
5f3d18ef9b85490197cc41fb	25	25	12.5	25	87.5
5f3d6f7010ad88124f3906e2	25	-25	12.5	25	37.5
5f44ed0e7f545e029071c4e8	25	25	12.5	0	62.5
5f4a835e9e84256238129995	-25	0	-25	-25	-75
5f4c49b249b99c1462dd2640	25	12.5	25	25	87.5
5f4c9e74da9c148b0d42ecbd	12.5	0	12.5	12.5	37.5
5f4dc319c9fb1509b77d8b84	-25	-25	-25	-25	-100
5f4e58804562c701d08b08d2	-25	12.5	-25	-25	-62.5
5f4eb6d4b6f7400f5bffa97f	12.5	0	0	-12.5	0
5f4f5d2da7606a000ab233c9	-25	-12.5	-25	-25	-87.5
5f4f94b31fa4ba0605c8bcae	-25	0	-12.5	-12.5	-50
5f4fe37111a2531213497942	-25	12.5	-25	-25	-62.5
5f54b7bc649418811db24711	-25	25	-25	-25	-50
5f56268bff7e03a1800a3a2f	25	0	12.5	25	62.5
5f565c9592080106c6b4d467	25	25	12.5	25	87.5
5f579cc797c3ee2607f6e344	25	12.5	-12.5	-12.5	12.5
5f590fd00f0eec104b473961	-25	-25	-25	-25	-100
5f5b27db857807236ee3e3f3	-25	-25	-12.5	-12.5	-75
5f5f72d80c064e02b8662ced	-25	-25	-25	-25	-100
5f67c39d8d62624067e07396	-25	-12.5	-12.5	-12.5	-62.5
5f6912baefd1c50f7f3b83f7	25	12.5	12.5	12.5	62.5
5f6e36c7f042f033d0f97bc1	25	12.5	12.5	25	75
5f6f28ca6df91347f156ad9a	-25	12.5	-12.5	0	-25
5f712c16875f0375275c57d5	25	25	25	25	100
5f729d7c15c1dd1ee6058997	-25	12.5	-12.5	-12.5	-37.5
5f77480675b83a250b3e8c36	25	12.5	25	25	87.5
5f775d8ac99f3125e763b144	-12.5	-12.5	-12.5	-12.5	-50
5f778d553167a12eae0e1c00	-25	-25	-25	-25	-100
5f7a28b8bedcf2112ebd1289	25	25	25	25	100
5f7dd6ed4303f7000814dd3b	-25	-25	-25	-25	-100
5f7e6f9c1212c514f9437e3a	-25	12.5	-25	-12.5	-50
5f7f466a83fbad0b6a4ccb15	-25	0	-25	-12.5	-62.5
5f846dd4e962ce0bf61b95fb	-25	-25	-25	-25	-100
5f85c88c61e23608718cbd03	-25	-25	-25	-25	-100
5f88a9e10b3478081e131706	-25	-25	-25	-25	-100
5f8b066742a6381ddae03d75	-25	25	12.5	-25	-12.5
5f8b4513fb7c7425abdbbb81	12.5	12.5	0	0	25
5f8cbc5c355ea745e6cef2ca	25	25	25	25	100
5f8d88be68198208a829cd5f	-25	-25	-25	0	-75
5f8f0ae15fe9e60fbbbaead9	12.5	0	12.5	25	50
5f9389fafdbecb173b329cca	25	12.5	12.5	12.5	62.5
5f93aff4d654c619d22b94b9	-25	-25	-25	-25	-100
5f985596be2ea910b23827ed	-25	-25	-25	-25	-100
5fa1636a77c875235bd8e1f6	-25	12.5	-25	-25	-62.5
5fa7c59d7c24a5554e80e4aa	25	12.5	25	25	87.5
5fadeb340e10471fdeb5fbf5	0	0	0	0	0
5faeb8eb6562cd0163f216ec	25	12.5	12.5	12.5	62.5
5fb2ce5316dfd3963b4be37c	-25	-25	-12.5	-25	-87.5
5fb3e1ecadba8802c0d12fe6	12.5	12.5	12.5	-12.5	25
5fb402a66cba9801673f2b5c	25	12.5	12.5	25	75
5fb5829e56cf2b0b8446dda2	-25	-12.5	-12.5	-25	-75
5fb70808c7c7bb1d76c2b9d4	-25	-25	12.5	0	-37.5
5fb93f3349adcb75d64045d1	25	12.5	25	25	87.5
5fba91d5a2e5dda8c5977190	-12.5	-12.5	12.5	12.5	0
5fbd948d22ebef1c398a8e8a	-12.5	0	-12.5	0	-25
5fbedb605c74b312137f371b	-25	25	-25	-25	-50
5fc0c49264908d09e94c8cd7	0	-12.5	-12.5	-12.5	-37.5
5fc14a9cfddce609bd3e5015	-25	-25	-25	-25	-100
5fc2a0d812bc59000b746ee5	25	25	25	25	100
5fc3442312bc5917b8341963	-25	-12.5	0	12.5	-25
5fc42a3648abac377a552522	-25	-25	-25	-25	-100
5fc45894c518494211619c7e	-25	25	-25	-25	-50
5fcd709227fabfc6ca7a969e	-25	12.5	-25	-25	-62.5
5fd0dc0d8dae67016ed65a54	25	25	25	25	100
5fd0ef1dbfdf0801f669f642	25	12.5	25	25	87.5
5fd18d125e1f92195b1717bc	25	12.5	12.5	12.5	62.5
5fd8c059856120277dec48ef	-25	0	-12.5	12.5	-25
5fde9d8446872e61791b82c7	25	25	25	12.5	87.5
5fe9ccf43803bb921592f8ac	-25	-25	-25	-25	-100
5feb9a64d42dc5c4926ffe03	-25	-25	-12.5	-25	-87.5
5fef00fd52b0e2d230369a01	-25	12.5	-25	-25	-62.5
5fef2fa9efea401f0b55a7c2	-25	-25	-25	-25	-100
5fefbee02c2ee6e7ad30b24d	25	-12.5	0	0	12.5
5ff35316d4f1e4411075686b	-25	12.5	-12.5	-25	-50
5ff39ec71d6cb49c6c906727	-25	-25	-12.5	-25	-87.5
5ff633cda2b5841a81ec5b9a	-25	-25	-25	-25	-100
5ff94e71c59814230b0fb713	25	25	25	25	100
6000cefee380e61fa9bc5ae4	25	12.5	25	25	87.5
6002e90144049f32edaf9ccf	-25	-12.5	-12.5	0	-50
600604af2e88fb932d0b7aec	25	12.5	12.5	12.5	62.5
60079f45348bb62bdcd363ff	25	25	25	25	100
600c3a4cf1786b0d29f2e0b5	-25	-25	-25	-12.5	-87.5
601228de8f04be234171ca8f	25	25	25	25	100
6012a60ae800da000ce2e328	-25	12.5	-25	-25	-62.5
60130d613d3ca613b04d39bb	25	25	25	25	100
6014319e270fe939a04f9750	-25	-25	-25	-25	-100
6017f6742d7cc9ad4f98fb4d	-25	-12.5	0	-12.5	-50
60188f5f74e975153e518af0	-25	-25	-25	-25	-100
6018e7e271455e1e9e49bda1	25	25	25	25	100
601957589dce2d020c0b68fd	-25	-12.5	-25	-25	-87.5
601bd7b6f176775ca8d0cd76	25	12.5	0	0	37.5
601d7cc678b34c000c119699	12.5	25	12.5	12.5	62.5
601e13b872774f263d64acac	-25	-25	0	0	-50
601fe0abd9466c54b4ae2edf	-25	-12.5	-25	-12.5	-75
60205d8a88ba9165dda2b151	-25	-25	-25	-25	-100
6025322c854f3a000b5f39f4	-25	-12.5	-25	-12.5	-75
6025534aacfd7c07175859d8	-25	-25	-25	0	-75
60282d2ffedb021342e2df15	-25	25	-25	-25	-50
6029b0e17f3b5d944ab183f1	25	25	25	25	100
602d0d644ae79165540824c7	-25	0	-25	-25	-75
60301eb443d657e3194282fa	-25	25	0	-12.5	-12.5
603862f99e00971c55fe0874	-25	-25	-25	-25	-100
60392f725862f13f0fe248fd	-25	-25	25	-25	-50
603bbf426ba69e8af20ace6f	25	12.5	0	0	37.5
603cdf727dc2aaaf78665c7a	-25	25	-25	-25	-50
603ed5d8d98e95fc0e0a67a9	-25	-25	-25	-25	-100
603ffa2297399c196dd985c6	-25	-12.5	-25	-25	-87.5
60412f7a5f580407f8e6e615	25	25	25	25	100
6044aeec82a9db5312244eff	25	-25	-25	-12.5	-37.5
60469cfa17b0fd0dca2c2286	-25	25	-25	-25	-50
604948af3d18f08a6d339883	-25	-25	-25	-25	-100
604b682a8b6ed9694d8e48aa	-25	-25	-25	-25	-100
604c43026c4192103feff6e7	25	12.5	12.5	12.5	62.5
604e634b32d4a6d79fe6dff9	12.5	12.5	12.5	0	37.5
604ece0ddcb93c1afcda5601	-25	-25	-25	-25	-100
6053af645a4c66eac9bb2c2b	-25	-25	-25	-25	-100
6054e1ddb68b58dd23242765	25	25	12.5	25	87.5
605504fc7a5a699c16ae8b4d	25	25	25	25	100
6055710aefbed49cbc6c872b	-25	-12.5	-25	-12.5	-75
605867beea908e8ef4302da6	-25	-12.5	-25	-25	-87.5
6059de1764f0ba6ded888c05	-25	0	-12.5	-12.5	-50
605af9d7b86acbdc81560f8b	12.5	12.5	12.5	12.5	50
605e9cc770aa6d1947d02bfa	12.5	25	12.5	12.5	62.5
6061fff2c21e787791b1d052	12.5	0	0	12.5	25
606492360e422d12dc63000e	25	25	25	25	100
6065d6c60c9d35be7632a6ca	-25	-25	-12.5	-25	-87.5
606df53de4b0550a5f42fefe	25	0	25	25	75
607047e8bf8855d7e3112b91	-25	-25	-25	-25	-100
6071a3faff84952d04771a21	-25	-12.5	-12.5	-12.5	-62.5
6072f0c49cdfff6846fc1964	-25	12.5	-25	-25	-62.5
6072f5e58232a7e276108b28	-25	-25	-25	-25	-100
60743e408fd768b1a939ed4c	-25	25	25	0	25
6074b929f753216d88c77e88	25	25	25	25	100
6074c0ce19889ca4efd4448e	-12.5	-25	0	12.5	-25
6075ecc30e7921c183644eaa	-25	-12.5	-25	-25	-87.5
60794cf6640dbc4d3662ef07	-25	-25	-25	-25	-100
607cce4d28ef1f0561fc93ca	-25	-25	-25	-25	-100
607f0b70818fde7990b3992d	-25	-12.5	-12.5	-12.5	-62.5
607f2e7133afa07084f6be01	25	25	25	25	100
607f7f18d84d010ea2cd8664	25	25	25	25	100
6080c437c4d7109234489144	-25	-12.5	-25	-25	-87.5
6080f54b42dcabe9e1418fe3	-25	-25	-25	-25	-100
60815de360f218f8b6164656	-25	-12.5	-25	-25	-87.5
6083e4575dc56d8ed869d70f	-25	12.5	-25	25	-12.5
60868644bc3f19d6d4f9a413	-25	-25	-25	-25	-100
60873d2ab16643e5a08cafd2	-25	-25	-25	-25	-100
608bfa04767191aa4d57bfd8	25	25	25	25	100
608da9dd3e630867a6efd9b2	-25	-12.5	0	-12.5	-50
6090578fb2299eacaec32b7a	25	12.5	12.5	25	75
6091e1be3df7254e526f7168	-25	-12.5	-12.5	-12.5	-62.5
6093352bbe7fa5d5483fa970	25	0	25	25	75
6094af4acc2ca8dd2c6f8edd	-25	-25	12.5	-25	-62.5
6095fc75ab1d101e060d808b	25	25	25	25	100
60996e96d40f57772e96ab4f	25	12.5	0	12.5	50
609992993f9e385c720e2ba5	-25	-12.5	-12.5	-25	-75
609a9aae2e53d2c195a1bba6	12.5	12.5	25	12.5	62.5
60a1e78bca6d054be353758f	12.5	12.5	0	12.5	37.5
60a2cf0845851125015f4c1e	-25	-25	-25	-25	-100
60a80fbd13aba726d46b8f2e	-25	-12.5	-25	-25	-87.5
60aa79fa99f7d53701b02256	-25	-25	-25	-25	-100
60ab9e649e9587f020d43ede	-25	12.5	12.5	-12.5	-12.5
60ae58bc8c294827d300e31c	-25	25	12.5	0	12.5
60aecded93eb495d413a482b	-25	12.5	12.5	-12.5	-12.5
60aee0858e96f753f593b729	25	12.5	12.5	12.5	62.5
60b15442ddeb2fb71659ae2e	-25	-12.5	-25	-25	-87.5
60b610d8c3c4f177c8337729	-25	25	-25	-25	-50
60b78dc1eb46833a5c6b1235	0	-25	12.5	-25	-37.5
60b8198defba8da1d95a93b8	25	25	12.5	12.5	75
60b8ee3c30afdb493743872e	-25	-25	-25	-25	-100
60b9b66f3b3795d796a82ee6	25	25	25	25	100
60ba660517a2dba7f4b8c4de	-25	-25	-25	-25	-100
60bb3b463887c2f9d1385cce	-25	25	-25	-25	-50
60bd4bfc88b646e72d772977	25	25	25	25	100
60be1e056f39c387c4f02308	25	25	25	25	100
60bf9da88006aeba20357735	-25	25	25	25	50
60bfa45e4b4c6f448676b18e	-25	-25	-25	-25	-100
60c12fe6ca8c4aa6d0185190	25	25	12.5	12.5	75
60c29201092d523e3b08a603	-25	0	12.5	25	12.5
60c939f66b866cfeb73eec68	25	-25	25	25	50
60c93f189082587ea79ce324	25	25	25	25	100
60c9b0886e03c28f26d97b19	-25	12.5	25	25	37.5
60cb864c78911d94995416e9	-25	-12.5	-12.5	0	-50
60ce179aa6f645eb5543c20e	-25	12.5	12.5	-12.5	-12.5
60cef7be32400c5dd5a5a10f	-25	12.5	0	0	-12.5
60cf5539b37d771226c81bd2	-25	12.5	0	-12.5	-25
60cfa8282c2d838ec7e98e95	-25	12.5	12.5	-12.5	-12.5
60d0709ffc9b494cf65a266c	-25	-25	-25	-25	-100
60d13d406f3b34d6791c8831	25	25	25	25	100
60d20bdca2934c2104798fff	25	25	25	12.5	87.5
60d2c59451b12e36fb281477	-25	-25	-25	-25	-100
60d35fa71e56e17e064c2c1e	25	25	0	12.5	62.5
60d3740f31606cb50e49f00c	25	25	0	25	75
60d54e6c7c07f25c5b751491	-25	12.5	12.5	-12.5	-12.5
60d5c363dd49bcb80e528806	-25	-25	-25	-25	-100
60d6562174087c2eccf2357f	-25	-25	-25	-25	-100
60d8c6bc9686529cdc824a49	25	25	25	25	100
60dd27004a74c325f5b22e17	-25	25	-12.5	-12.5	-25
60ddf72ef11f891328449fb0	-25	-12.5	0	-25	-62.5
60e0687e08d77efdaa4e9aa8	-25	12.5	12.5	12.5	12.5
60e0932282119517de61e37c	-25	12.5	25	0	12.5
60e3abf8c7ce5b28f917f5d3	25	25	25	0	75
60e5e5b0ceabcb5d6c5f1dd0	-12.5	0	-12.5	25	0
60e67bc1585c7158f6f9116a	-25	12.5	-12.5	-25	-50
60e6edaeed006606fe5d0419	25	12.5	12.5	12.5	62.5
60e7044ddc2523fab6cbc0cd	25	25	25	25	100
60e8a63f733f423be3da1846	25	25	25	12.5	87.5
60e8b68c9033e23d58e9dcc0	12.5	12.5	12.5	-12.5	25
60e8f275f92d76c8f3a687bb	25	-12.5	-25	25	12.5
60e9cbd27102b08fc616fbe6	-25	-25	-12.5	-25	-87.5
60ea57c074a703877f04330b	25	12.5	25	12.5	75
60ea8e0a21b4d8ed9eddcc82	-25	-25	-25	-25	-100
60eacff7b678411f44e11a12	-25	-25	-12.5	-25	-87.5
60edac38ac8045d6947c92c4	-25	-12.5	-12.5	-25	-75
60edac884fef13c0b0660daf	-25	12.5	0	-12.5	-25
60eec0367a7cc5ea6ed0e099	25	-25	-25	25	0
60ef047e8969715a3db7181a	25	12.5	25	12.5	75
60f47fc03ca663a2425b8085	-12.5	-12.5	12.5	0	-12.5
60f4e3ab507bbb123f866e88	12.5	12.5	12.5	12.5	50
60f5917414ac7d222d22db64	-25	-12.5	-12.5	-25	-75
60f5d68c9b6838e7659f53af	25	12.5	-12.5	0	25
60f74d68056e79023b681952	-25	-25	-25	-25	-100
60f8658bf9d1627d3bc87a3d	25	25	25	25	100
60f94ae0c088d8cb4f4a39ff	-25	12.5	-12.5	-25	-50
60fb0deb007dc3a640662150	25	-12.5	0	0	12.5
60fb9db54c70dd24172b67c3	-25	25	-12.5	-12.5	-25
60fc1b9a79d5bbbb6712bf8e	-25	-12.5	12.5	-25	-50
60fc2f923851f117e21b878f	-25	-12.5	-25	-25	-87.5
60fc3a1e0eb578aa02590e27	-25	-25	-25	-25	-100
60fc613690b108048160a92c	25	12.5	12.5	0	50
60fcd5602ff7c8f0866ecd0c	12.5	12.5	12.5	12.5	50
60fcdc8565f979db697cbb62	-25	-25	-25	-25	-100
60fcefe49e61a0aa689df3c8	0	0	0	0	0
60fcfc727484888d11fac02a	25	25	25	25	100
60fd006a5893cbce502dffd4	-25	-25	-12.5	-25	-87.5
60fd0d9bafc469eb390491a0	-25	0	-12.5	-12.5	-50
60fd104de10db57a893a0296	-25	-25	-25	-25	-100
60fd47060f9034b90c94ac08	-25	-12.5	-25	-25	-87.5
60fd4a53b6aed2f94948d362	-25	25	0	-25	-25
60fd58f89d037589c34f5a18	-25	0	0	-25	-50
60fd64fd34ee5940500d499f	12.5	0	12.5	12.5	37.5
60fd80c426ac8c2b5da717b7	25	25	25	25	100
60fd99228ede8e6e8c0a2411	-25	-12.5	-12.5	-25	-75
60fdb99f392d7600a5d42c1f	25	25	25	25	100
60fde2dcd1deb9c16988f4ea	25	-12.5	-25	-25	-37.5
60fe0a8295a33168e57c2073	-25	12.5	-25	-25	-62.5
60fe1e46d1cbe0214ada4526	-25	-25	-25	-25	-100
60fe1f142ea14f6f8d70e68d	-25	12.5	-25	-25	-62.5
60feaeb30d9981f22b233712	25	0	0	12.5	37.5
60fed81a020a69e3bbb6017d	-25	-25	-25	12.5	-62.5
60fee6ac4251e521b4546f1d	25	25	25	25	100
60fef79fa408c9eae61e49c3	-25	-12.5	-12.5	-12.5	-62.5
60ff0ff28636a214aed9a72e	25	25	25	25	100
60ff30f3bc42a1631f5758ee	-25	0	0	-25	-50
60ff6673abdb3e7cbdfafe10	25	25	25	25	100
60ffea6791b8a6fca294f97c	-25	-25	25	-25	-50
610058f21b82dddf45b44009	25	25	25	12.5	87.5
61005ada2ffbf75efed5deb5	25	12.5	12.5	12.5	62.5
61005b49f8382e2e24f00ef0	-25	-25	-25	-25	-100
610093fb67a014f2230f77bb	25	25	12.5	25	87.5
6100c17164f9f4c063f4d25f	-25	12.5	0	-12.5	-25
6100d28f1e251a6dff92f0df	-25	-25	-25	-25	-100
6100fd9153a73727cf2edda8	-25	-25	-25	-25	-100
61020197f83a83260d8c78b4	-25	-12.5	-25	-25	-87.5
6104768a9cb1e52907ff3bd5	25	12.5	25	25	87.5
6104f2626b46bd21f1c9a1b3	-25	25	-25	-25	-50
6105758d070f9b350cea24ba	-25	-25	-25	-25	-100
6105f0d0cbe5d053ff7ecade	-25	-25	-25	-25	-100
61067ed9f756e2096f4ae3bc	-25	-25	-25	-25	-100
6107a5be3cbf757b3297d8a1	-25	25	-25	-25	-50
61084dbab48ab21fce452554	25	25	25	25	100
61088f97759a1199340202e9	25	12.5	25	25	87.5
6108d6efa698e3dbe3b313d3	25	25	25	25	100
6108e2470b62bbe11b9f2e7c	-25	25	25	25	50
6109df8b813b0d148dde496f	-25	12.5	-25	-25	-62.5
610acf76d33d448b391eb588	-25	-12.5	-25	-12.5	-75
610b64dc95ff0ef5b5b9ac6b	-25	-25	0	-25	-75
610d170f7bb4e720cb85b6b2	25	25	12.5	12.5	75
610e0a1e95c323743ff02dcb	25	25	25	25	100
61103c2b7810420e5f23f437	-25	-25	-25	-25	-100
61107313f8a8c5d8adc23703	-25	-25	-25	-25	-100
6110bcb9e93c1960b9f28deb	-25	-25	-25	-25	-100
611112142433b5e95c84acd9	-25	12.5	-12.5	-12.5	-37.5
611131e47725f6a04c723651	25	25	12.5	25	87.5
61114a817e2f468c9af43bba	-12.5	-12.5	-25	0	-50
61119018babf810c0cab7d3b	-25	-12.5	-25	-25	-87.5
6111949dc977e72c3f9e7335	-25	-25	-25	-25	-100
6111997b776e4a117a04cccb	-25	-25	-25	-25	-100
6111b5e34b026c7ce51a4353	-25	-12.5	-25	-25	-87.5
6111cbf1e5dffb55a8f70153	-25	0	-25	0	-50
611291090e626fdfde536f38	25	25	25	25	100
6112c77c4cb58daede378463	25	25	12.5	25	87.5
611383641ef5dff3b6f75ee5	-25	-25	-25	-25	-100
611409d13bdb227076c9426b	25	25	25	25	100
6116006273dc164b00631515	-25	12.5	0	-25	-37.5
6116aa8875bdab57cab52804	-25	-25	-25	-25	-100
611988e5392b6d421939c5d1	-25	-25	-25	-25	-100
611a435c3f45b6c288196363	-25	12.5	-25	-25	-62.5
611ab91a00baa062f55b86d8	25	0	25	12.5	62.5
611ae10542e79063248b4f47	-25	25	0	-25	-25
611e4e160f41977f737035ef	-25	25	25	12.5	37.5
611fb8ddcc7bb35d86ec0714	-25	-12.5	-25	-25	-87.5
6120d602c1976a4114dcb110	25	25	25	25	100
61210b5c3f465c51a7f4166a	25	25	25	25	100
61216047eea1fe5523aa30e4	25	12.5	0	0	37.5
6122bff4706b6d848da00ec1	25	0	12.5	-12.5	25
61230b14a3bcb65c585dfdaa	25	25	-12.5	25	62.5
6125653f9d984b6fd3d68983	12.5	0	0	0	12.5
612669b8c92504572e54c62b	-25	12.5	-25	-25	-62.5
6128a3db67305ef94021fcd7	25	25	25	25	100
6129cc7a565c9c03752802fa	25	12.5	12.5	25	75
612cb8ab5ad60fc4504e073f	-25	-25	-12.5	-25	-87.5
612d5ca50be0e9ff3505561f	-25	-12.5	-25	-12.5	-75
612df6ef33e1afb850d6d56f	-25	-25	-25	-25	-100
6130ea03d6862384241af61a	-25	12.5	12.5	-12.5	-12.5
61313473de5462f652bb133c	25	25	25	25	100
6132cc58d1dcc24bcdb61606	-25	-12.5	-25	-12.5	-75
61338374ecef87bfdfd1c7bb	25	12.5	12.5	12.5	62.5
6134eba70b3263b484d2b471	-25	25	-25	-25	-50
613589ac6333693e1927fa76	25	25	25	25	100
613637a4f7a0e5359082010b	-25	12.5	-25	-25	-62.5
613b33351fe3b5ef6a70f654	-25	-12.5	-25	-25	-87.5
613b94b83b5cb4c72904f8b3	-25	25	-12.5	-25	-37.5
613b94c0131c197e3151d176	-25	-12.5	-25	-25	-87.5
613e4fe98859554b7170871b	-25	-12.5	-25	-12.5	-75
613e7bf4ae5857b728674b91	-25	-25	-25	-25	-100
613fa6a4ac727e4d53fcaf38	-25	0	-25	-25	-75
61413568af671b4a3f59aa8a	25	12.5	12.5	12.5	62.5
6141f62294ff9bf9d89e8897	25	0	0	12.5	37.5
61432781817c1541f59bbf33	-25	12.5	-25	-25	-62.5
6144c14d93e88592f8e9750d	25	25	25	25	100
6146f9d153bd39dfa1fe49b5	-25	-12.5	-25	-12.5	-75
6147082f6a4363dd25430c10	25	-12.5	12.5	-12.5	12.5
6147213e9333ddd0c65b3ed3	-12.5	-12.5	-12.5	-12.5	-50
61474f07f4cfbc50cb3b2f1e	12.5	12.5	12.5	12.5	50
61479ab9218564b0c032d382	-25	12.5	-25	-25	-62.5
6148963108ad9e90ae61c8ab	-25	-25	-25	-25	-100
61498e629580b6d5cc8f67f3	-25	-12.5	-25	-25	-87.5
614a125a754b4a9660643d88	25	12.5	12.5	12.5	62.5
614dc45c0ed5f55d9036e0d9	-25	-12.5	-25	-25	-87.5
614e43c148febeb17c93e998	-25	-12.5	-25	-25	-87.5
614e5f296503fcbc29f42b3a	-25	12.5	-25	-12.5	-50
614fe09fec9ce4a2a415476d	12.5	0	-12.5	-12.5	-12.5
61511b7499620085c08c171d	25	12.5	25	25	87.5
6151b373b274d12a949a4369	-25	-12.5	-25	-25	-87.5
6151e572a07b1d5e164bab2c	-25	12.5	12.5	0	0
61530d04a2176282b7ee6fac	-25	-25	-25	-25	-100
6153593be7f8925dee8d7db6	-25	-25	-25	-25	-100
6153b5513ccada2d35fae508	-25	-25	-25	-12.5	-87.5
61544c7e85951454f9c5b60e	25	25	25	25	100
6154973c69da7c97996a19f6	25	25	12.5	25	87.5
6154b0b9c638eb2b8b147def	-25	-25	-25	-25	-100
61577f23f2c969a3eae09d3b	-12.5	-12.5	-12.5	-12.5	-50
61592ea07347e286bca1955f	25	25	0	-12.5	37.5
6159fb27b6340dda3fc6a5c3	25	25	0	25	75
615c6b6db80030c2df00f6b7	-25	-12.5	25	25	12.5
615c9a75a3347425d96d9f4f	25	12.5	12.5	12.5	62.5
615dd0f9a1497c3521241dbc	-25	25	-25	-25	-50
615dd1eb2702a672f7db49f1	25	-25	12.5	12.5	25
615edb3967bc743ac381a940	-25	12.5	12.5	-12.5	-12.5
615fdfca4830432512527cf3	25	25	12.5	25	87.5
6160c8f657e3c4094b01614a	-25	-25	-25	-25	-100
616413c53aace889a0f13c3a	-25	-12.5	-25	-12.5	-75
616426c9ef325b5dd26f7d8e	25	25	25	25	100
6164b1a030e4e2dbcd02e92e	-25	-25	-12.5	-25	-87.5
6164cb24dbf61b550392e841	25	12.5	0	12.5	50
616555ec3460f0a519c1cdff	-25	-12.5	-12.5	-12.5	-62.5
6165a8ee6dde7ff6f4b22e6f	25	12.5	12.5	25	75
6165ab1d62dc48b90438ea1d	25	0	0	0	25
6167abbd7db521535e811eb0	25	25	25	25	100
6168713d805efede55796d7f	25	25	25	25	100
6168ace1ef0f716f56f08f5b	-25	-25	-25	-25	-100
61698720ea3862e067c47c73	-25	0	12.5	-12.5	-25
616996c4f97c112b8c31d813	12.5	0	12.5	12.5	37.5
616ddd8fb030bba466234e7a	-25	-25	0	-25	-75
616f3c3672c07234d96edc86	-25	25	-25	-25	-50
61716052a11968c4644776b7	-25	-25	-25	-12.5	-87.5
617172d3e4d3b6d6ab6a705c	-25	-25	-25	-25	-100
61731c0ef27028acbfbbf972	25	25	25	25	100
6175e05636b79082f8d345c5	25	25	25	25	100
61bb36e440db417c1a13894a	-25	-12.5	-25	-25	-87.5
61f2adfaa09e72f23cbaf9da	25	-25	-25	-25	-50
61fa945e5719bc09cb834f15	25	25	0	12.5	62.5
62029a07ef1cb18a1337c583	-25	-25	-25	-25	-100
62029a55ef1cb18a1337c61a	25	25	12.5	12.5	75
62029adcef1cb18a1337c71c	-25	-25	-25	-25	-100
6234864ec4a6e1aa0229fbd7	25	25	25	25	100
62349b9d9d293b56a95ede2c	-25	25	25	25	50
6234a7fc493d026318784c23	25	25	25	25	100
6237ca974050879378c8fea8	25	12.5	-25	0	12.5
