subject	DL_i1_clickhand
60fd006a5893cbce502dffd4	100
60fd0d9bafc469eb390491a0	-100
60fd104de10db57a893a0296	100
60fd47060f9034b90c94ac08	100
60fd4a53b6aed2f94948d362	50
60fd58f89d037589c34f5a18	100
60fd64fd34ee5940500d499f	0
60fd80c426ac8c2b5da717b7	100
60fd99228ede8e6e8c0a2411	100
60fdb99f392d7600a5d42c1f	100
60fde2dcd1deb9c16988f4ea	0
60fe0a8295a33168e57c2073	100
60fe1e46d1cbe0214ada4526	100
60fe1f142ea14f6f8d70e68d	100
60feaeb30d9981f22b233712	50
60fed81a020a69e3bbb6017d	-100
60fee6ac4251e521b4546f1d	100
60fef79fa408c9eae61e49c3	-100
60ff0ff28636a214aed9a72e	0
60ff30f3bc42a1631f5758ee	50
60ff6673abdb3e7cbdfafe10	100
60ffea6791b8a6fca294f97c	100
610058f21b82dddf45b44009	100
61005ada2ffbf75efed5deb5	100
61005b49f8382e2e24f00ef0	100
61009113cbe76c23b4a0800d	100
610093fb67a014f2230f77bb	100
6100c17164f9f4c063f4d25f	100
6100d28f1e251a6dff92f0df	100
6100fd9153a73727cf2edda8	-100
61020197f83a83260d8c78b4	100
6103777b1cf4f1d223482c72	100
6104768a9cb1e52907ff3bd5	100
6104f2626b46bd21f1c9a1b3	100
6105758d070f9b350cea24ba	100
6105f0d0cbe5d053ff7ecade	100
61067ed9f756e2096f4ae3bc	100
6107747487630f86119418da	100
6107a5be3cbf757b3297d8a1	100
61084dbab48ab21fce452554	100
61088f97759a1199340202e9	100
6108d6efa698e3dbe3b313d3	100
6108e2470b62bbe11b9f2e7c	50
6109df8b813b0d148dde496f	100
610acf76d33d448b391eb588	100
610b64dc95ff0ef5b5b9ac6b	0
610d170f7bb4e720cb85b6b2	100
610e0a1e95c323743ff02dcb	100
61103c2b7810420e5f23f437	-100
61107313f8a8c5d8adc23703	0
6110bcb9e93c1960b9f28deb	100
6110db4e6d45d7849cd5231e	100
611112142433b5e95c84acd9	50
611131e47725f6a04c723651	100
61114a817e2f468c9af43bba	0
61119018babf810c0cab7d3b	100
6111949dc977e72c3f9e7335	100
6111997b776e4a117a04cccb	100
6111b5e34b026c7ce51a4353	100
6111cbf1e5dffb55a8f70153	-100
611291090e626fdfde536f38	100
6112c77c4cb58daede378463	50
611383641ef5dff3b6f75ee5	100
611409d13bdb227076c9426b	100
6116006273dc164b00631515	50
6116aa8875bdab57cab52804	-50
611988e5392b6d421939c5d1	-100
611a435c3f45b6c288196363	50
611ab91a00baa062f55b86d8	100
611ae10542e79063248b4f47	-100
611e4e160f41977f737035ef	100
611fb8ddcc7bb35d86ec0714	100
6120d602c1976a4114dcb110	100
61210b5c3f465c51a7f4166a	100
61216047eea1fe5523aa30e4	100
6122bff4706b6d848da00ec1	0
61230b14a3bcb65c585dfdaa	100
6125653f9d984b6fd3d68983	50
612669b8c92504572e54c62b	100
6128a3db67305ef94021fcd7	100
6129cc7a565c9c03752802fa	100
612cb8ab5ad60fc4504e073f	100
612d5ca50be0e9ff3505561f	100
612df6ef33e1afb850d6d56f	100
6130ea03d6862384241af61a	100
61313473de5462f652bb133c	100
6132cc58d1dcc24bcdb61606	-50
61338374ecef87bfdfd1c7bb	100
6134eba70b3263b484d2b471	100
613589ac6333693e1927fa76	100
613637a4f7a0e5359082010b	-100
613b33351fe3b5ef6a70f654	100
613b94b83b5cb4c72904f8b3	-50
613b94c0131c197e3151d176	100
613e4fe98859554b7170871b	-100
613e7bf4ae5857b728674b91	-100
613fa6a4ac727e4d53fcaf38	100
61413568af671b4a3f59aa8a	100
6141f62294ff9bf9d89e8897	100
61432781817c1541f59bbf33	50
6144c14d93e88592f8e9750d	100
6146f9d153bd39dfa1fe49b5	-100
6147082f6a4363dd25430c10	0
6147213e9333ddd0c65b3ed3	50
61474f07f4cfbc50cb3b2f1e	50
61479ab9218564b0c032d382	100
6148963108ad9e90ae61c8ab	100
61498e629580b6d5cc8f67f3	100
614a125a754b4a9660643d88	100
614dc45c0ed5f55d9036e0d9	-100
614e43c148febeb17c93e998	100
614e5f296503fcbc29f42b3a	0
614fe09fec9ce4a2a415476d	50
61511b7499620085c08c171d	100
6151b373b274d12a949a4369	100
6151e572a07b1d5e164bab2c	100
61530d04a2176282b7ee6fac	-50
6153593be7f8925dee8d7db6	-100
6153b5513ccada2d35fae508	100
61544c7e85951454f9c5b60e	100
6154973c69da7c97996a19f6	100
6154b0b9c638eb2b8b147def	100
61577f23f2c969a3eae09d3b	100
61592ea07347e286bca1955f	100
6159fb27b6340dda3fc6a5c3	50
615c6b6db80030c2df00f6b7	100
615c9a75a3347425d96d9f4f	100
615dd0f9a1497c3521241dbc	-50
615dd1eb2702a672f7db49f1	-100
615edb3967bc743ac381a940	100
615fdfca4830432512527cf3	50
6160c8f657e3c4094b01614a	-100
616413c53aace889a0f13c3a	-100
616426c9ef325b5dd26f7d8e	100
6164b1a030e4e2dbcd02e92e	-100
6164cb24dbf61b550392e841	-50
616555ec3460f0a519c1cdff	-50
6165a8ee6dde7ff6f4b22e6f	50
6165ab1d62dc48b90438ea1d	100
6167abbd7db521535e811eb0	-100
6168713d805efede55796d7f	100
6168ace1ef0f716f56f08f5b	50
61698720ea3862e067c47c73	100
616996c4f97c112b8c31d813	-100
616ae9c2a6c0fec55d16c130	100
616ddd8fb030bba466234e7a	100
616f3c3672c07234d96edc86	100
61716052a11968c4644776b7	-100
617172d3e4d3b6d6ab6a705c	50
61731c0ef27028acbfbbf972	50
6175e05636b79082f8d345c5	100
61bb36e440db417c1a13894a	100
61f2adfaa09e72f23cbaf9da	100
61fa945e5719bc09cb834f15	100
62029a07ef1cb18a1337c583	-100
62029a55ef1cb18a1337c61a	-50
62029adcef1cb18a1337c71c	-100
6234864ec4a6e1aa0229fbd7	50
62349b9d9d293b56a95ede2c	100
6234a7fc493d026318784c23	100
6237ca974050879378c8fea8	100
62694fbeede8c79c1b047e80	100
62712d1c0b71829386d60eb4	50
62728c148af5805feea46dc8	0
6272b9dfc470a51d5fa0e6ea	100
6273eeabe7637501530d9733	50
6277fb597942c07d74b16b98	0
627809c52874925390a423a6	100
62824c37f4cc437ab86e0ae6	-100
6282571cf39cd89341a474e9	100
62827ef2d905564e88a46d01	50
6282a9b9015ed5c3dbf566b3	100
628419137c4c3ded72e4874d	0
6285918873f1ff83c2bfa809	50
628659966054a3064240cb17	100
628678ca852c5ee97a800552	100
62867b51e71606f873d41b05	-100
6286ad40f6f08677959e431e	100
628781515f29a0394e23b15b	100
628bbe2c0f8080e6985e8592	100
628d62e2c99c773b217f1321	100
628e5f283594e1a48a04886f	100
628f6d4d2a3cf806fc7e01ff	100
628f9b391ab8b87c64643248	0
6290d34243e9347c40bac608	100
6290d930eb8f73a88e290de6	100
62913423a2eafb7ddd64d975	100
629186f7e2f20297ead170be	100
629531cb501e6d23d9797050	100
629534afc0924e49e1464589	100
6296bef3248bf76cc113926b	100
629b3b3c89d490460eacbfbc	100
629e1fc50453c5096d91c5f4	50
629f2a1f516a323b811b8273	100
629f2a9c3effb1dc81c49116	100
629f2dccc6e91be06559e2f1	-100
629f2edb4e2e1d417c524cb7	-50
62a0b2f90e25677103262820	100
62a2648755dec7ce4164f875	0
62a2adb16716c2e0c8d3c07a	100
62a338e26dc04ba4e4fb26bb	100
62a42874616cea6120350ad9	100
62a733deec84f43ab19f7cca	100
62a7970f8387f3fcc95b106b	100
62a88dbc14372bc103a1accb	0
62a8f3aeaf0846daa75fbc3d	50
62ab2034b58fe149d144acf4	100
62ac75a88ed59acd2d641ef5	100
62ac7ba73347a349866fb1f9	100
62ac7d0d794fad54e6cf7d84	100
62aca272d3567b4b0e575647	100
62b09bc02efbcc7d0dd81f3b	100
62b1418c313cf1ef437ed9c3	0
62b1ff970dfb7055f35d6937	100
62b4370c9a89e5a09c4447de	-100
62b4403257f7d42730f83394	100
62b447656327845c605becd9	100
62b46cafda63e83d14eb4ec5	0
62b5d90d09660072824f68cf	100
62b5e2bd8c3c515ab19b911a	100
62b5fea64b239d91783414ff	50
62b8b2be4c2b1d481f4f68c0	100
62bc3401dc67c7598dbba4a6	50
62bd685ac3edc9ad0d77812b	100
62bdc8f9ce5149c655938472	50
62bddb63d7c84ff6e9c592f5	100
62c0ccde4bd16c7f96a2959f	100
62c41fe598ab94de4d4f021e	100
62c61d523167ae5eafc98e6c	100
62c79dafb9222348d5e5a90c	50
62c83041b362f6fad2f05822	100
62c8c2d71e87b86722f0215b	100
62c8d159937c939dd4d139e3	100
62caff3bc44f4d702b6e2e35	100
62cc0f224275a8e076973853	100
62cdb59eb5cfe2052ca5074c	100
62cdd40d1b2793efe13fd204	50
62ce9f115a24ca323371d2dc	100
62cf2192b9212fc96a5b3917	50
62d133d8355730e56a6722dc	100
62d161281d1cc51873268298	-100
62d59d0df8da03fdf7f8c317	100
62d68f14d9b476ca9b026253	-100
62d709bbd195748a93cf951b	100
62d9242891fdb4cd2294633e	100
62da6435cd756fcdd166ba69	-100
62daadb99f0265052485e7cf	100
62db607906a1c0be0039aa32	100
62df7fc27c9e824a7a774103	100
62e024e1be720e4322dade00	50
62e02b1ed5b0fbc1b1dc09e7	100
62e0629e7fbb8a1907dade0e	0
62e0c40c68eaa2ad1508eae6	0
62e154b0682e270b4acdf5ee	100
62e185484154c451882a8a3d	50
62e19208352cd518d7b2f085	100
62e1f3f870894e12168113c5	100
62e25115fb932baf4a93173f	100
62e3f7b224ec70641fd86b7b	100
62e40abe71c1b7e395e9bf4a	-50
62eaacea4ed738b3a35c0455	-50
62ebd8c191cf8e7fe54af5cf	100
62ebf162fc296d770d108698	100
62ec4c02ead47ce424644dd8	100
62ecf80065974f9ca24a6430	100
62ee4337445b044245a71185	-100
62fb383ce16d6921d1c2c2b8	-50
62fb7a1e911792cb94b547c6	100
62fb7b282ed3a1e42d9a5f46	100
62fb7ba781f1eaac2b543934	100
62fb7dc39338d2a30ae9cff4	100
62fb7eb177df6c3faae7baba	0
62fbdda6e4b5a034b71296f8	100
62fc25ef4ce0d3d169b7a120	100
62fcabf17fc3d7ef0952fb6c	100
62fe6312269d0e4ae894297b	-100
62fe744f4cd35a1a91b43f13	100
63003bb4d6f83995fb271ba3	100
63026a8fd8429b224cd2a134	100
63039dbefda87c47a91fec04	0
6303b2a667e441d9712da559	100
6303c0bf11a5be642b52830e	50
63068110447ef1aaa9660816	100
63069f585b35a5ec752fcd30	100
6306d4da805f2e38a841c3ad	-100
6307bd3bb93e804d22332b3e	100
630a2fd6e76ccbe74374656d	100
630adf01fe54101d5214a17f	100
630f06eb561655a94229a93d	-100
6312ada1ce715ee3916c3748	100
63136313a568ce59fb97feb9	100
631381096e95278a3f97fed4	100
6314453e0a22cc4e1e66ca08	100
6314bc49055e150c92f4736e	100
6315a102cb675027354ef5d8	50
631610af8e747093cd90e00d	-50
631659ad8e5354f16aef7249	100
631746048043e6fd54a798d4	50
63179fe6d8b52834c9c8f5f7	100
6318ec19888839dfc0b4d5c8	100
631a0abd840b151d3bf54b6b	100
631a114b543a75e72096fc17	100
631ab79e8635a1df26319958	100
631b1437200a529b7f31919d	0
631b32b0796f2941b55e7d58	100
631bfb8f27645e704e21c1cd	100
631c8e97db06f601f81bd82f	50
631f1b608af38f654d2a3b1f	100
631f8164145b26de1567f040	-100
631fd12cab0b639506214b7b	100
632222532c12ab0ab7ca00bd	0
63239f94b13228f09348c943	100
6324190c00acac6ac06d882b	0
63251e479509813fab713ad2	100
6325482a5da955ebe4a72c93	-50
63287c548c0d66d1e300fd64	100
632881a28fcc3aae4da242e2	100
6329f8bd8622aaba8e13a6d7	100
632a2b88ee7ba45758fde30b	50
632b19a12e685b61f1ac6508	100
632b1b35331d4efbfb0d0f8d	-50
632b21ce03008aff6a4314b6	-50
632c0075227e9b734c80424d	50
632c211dcdf6a137b26dfdce	100
632ff41f3631baf749984e3e	100
6332177870f40e88d0206f74	100
6335e35d7a38530d68fd75ca	100
63383ce105061ac9c94a652a	100
6338c289b6f1c7bdcef71166	100
633c74ad6178784ed5b52104	100
63403b47287756c1978d2985	50
6341a541b6cfd5f8933f48c4	100
634282de38138fa9316eb482	50
6346880c3d5b5160c4dd3b62	100
63468824bc01887b6007d674	50
6346887083e9dda2b38f6c56	100
634695670344cd46b52f7249	50
63469771ec0b74d9c71458d0	-50
6346da4e7ac002d7383bd243	-100
6347e31ef77fad7edd2f53f1	100
63483c4522d65d46028da7a7	100
634bf82ea58e2f34672d56ba	0
634db0be66af0236b2c14770	-100
6361483717c4df2ebf189d07	-100
63614928290a805b5455d371	100
636166e1694fe8d9ed77dd68	100
6361769fee0c219b0f1cc480	100
6361bfe81e0da4a406b33f1e	-100
6362a31e279a0277702f9a45	100
6365491e5682032c1c2a6687	100
637e1d4874d7ff427504812b	100
637e2af8fcc2c65c96d9e1a0	0
637f7c6517daaa050a1632ba	100
6384e8f79ddf2df1432db0e8	-100
638af58823dc0ec4b64d0d34	100
63acd72d84094941de5813e5	100
63b6be87ead45e4fa772fbf5	100
63b6cc23f13731158517f900	100
63b6ef9027eb90f292852ee4	100
63bc7fe62d69346a94c04b9e	0
63bca8a6f3803fbb0c3aca28	100
63bd61cff50297c9332e3f39	50
63bdfe6a69fc4d15b3aec18d	100
63be6aae1b65a42e794770ee	-50
63c3164c08ff110d63b44dc6	50
63c3584c5e3d88814d1005ab	-50
63c48023d6116ee42fa17bf8	100
63c487fa9db90581d57dc017	100
63ced19b7422296653437e30	100
63ced2194f403847de36bab5	100
63ced5ba289fa7af427c3740	100
63cee09007fbf47334157cb9	-50
63cee33497b8fc261dde69ba	100
63cf4f4722d1c48cef8b0b10	100
63cff31d0fabe7166966c8b7	100
63cff34d33a9948e3b0b28d6	100
63d005e38ccccb84f2c1d04c	100
63d00e3cea3280c3ed8a340c	100
63d042c98e64ec1173d30ab7	0
63d07155a81baf5108925992	100
63d086f89f695e2d3c210e9f	100
63d1156045971dc6b0006c73	100
63d13b643c7b2dd31426e8af	100
63d13b764f00a53476867c25	100
63d13b9d237fce03faaae024	50
63d13ca7d896eababf86d150	100
63d13cb81a0a88a3ce29e33f	100
63d13d1465e0743b7b2b7962	-50
63d13f138cb8f46cf6ff65e9	0
63d13f2f59ef764f641406dd	100
63d1412396ee4fa133b52643	-100
63d14eca0fd7e8476aff6652	50
63d15a2dccce0705127190e3	-100
63d18647419ae52f5e141607	100
63d1c1095b55c7061678a96e	-100
63d2a4b549eb02187fd40092	100
63d2cb67dfc2a799bbd30c69	100
63d2eec88a81e2462be70762	-100
63d2f3294efc674f84b302d2	50
63d3a3629d0b9452d3f32c7e	50
63d3f99eac52371a49e65825	0
63d3fb15a2f8df9e46752d80	-100
63d3fbdc74f911908d4c50b3	-100
63d3fc20bb484480bed0228c	100
63d3fd4267f25518af752d7e	100
63d3fec908b40217bbd48993	-100
63d404f4eaf69448ef9e09e6	100
63d4061bc9ec9cf926d6c9f7	100
63d40b7d3c7f92ff15ef6b67	-50
63d40f21ea1c311723c7c847	100
63d410114a361b7bee9c12b9	100
63d413840c9c512ac3dfc533	100
63d41536bd37096fda85cfb8	100
63d41641e3864dede6329c16	-100
63d416bc58ca5094af85cf8a	100
63d4251f684e52575206f44b	100
63d44472a72a227e0fef6bdc	100
63d447dff5d5b197f0d02275	-100
63d461ae668907ea6006f43f	100
63d4dbdd4adb3ccef611be9c	100
63d5e3bf4a739d1158b9ce64	100
63d672fd60ac772cd04cc33b	0
63d68acca98cdd2bf385cfad	-100
63d6d8e21745f34be8ce7c35	-50
63d6dfc970a407ead0b0d3a1	50
63d6fd6a2ab6a0946433add6	100
63d6ffe31d0f4bc7fad6c995	100
63d767905eeabd2239a652db	0
63d77a647dbf6c0c53b0d375	100
63d79c120d736e870e993b8c	100
63d79d065189719c8393e3eb	100
63d79d7e23a410a0bcdb390a	100
63d79efd58203fb36a6e7f21	100
63d7a22621e496f7486bc851	100
63d7a79e2606216262545e75	100
63d7aaec3ca7349b1aa83301	100
63d7ab86c847cafcb6b8803c	100
63d7b127485d5655e70c8282	0
63d7bb92ab9685eb344e78f4	100
63d7c1c77724f08194bcf7d9	100
63d7e609051bf50f9d1dcd35	100
63d7eca29f0291aff53b003e	100
63d7ee554df9f854d75ea6a7	-50
63d7f17bc657e6dc9e481a9a	0
63d7f3f4e50de685d3d5b4fb	100
63d7f42900f82081456a376a	100
63d7f67f398e16e63a1fb6cf	50
63d82b0ef18b425db684c7e5	50
63d864bfc3bc732e26295c9c	100
63d8665164999168637f2029	100
63d881ab484805569b553bd8	100
63d8d641a5a265b01a28716c	100
63d92dacc885e6167a4a486c	50
63d95313b31ba96b668888e2	100
63dab0380b8791f9560fd329	100
63db1ccde6434330f2a99d87	100
63dbe76cbc72cdb0f3e93414	100
63dc9888ca8a3238e40fada8	100
63dcc00d97b599698e60a1a6	0
63dd37970407f565167e5361	0
63de2e4a0c6fd41343f82a79	100
63e316f79fdeba5ba50385e1	50
63e3d578865b052c54e5bb22	0
63e51bc04bab3dc97deba8de	100
63e51bcabf370d509e9a93b0	-100
63e51bd9b573cd46809e1d56	0
63e51be13df7cac2d9348a05	50
63e51be199687d0e5eec6f0b	100
63e51c373af1cc5baf0c727f	-100
63e51ccf6611acbfdc8c13c9	100
63e520b01779bbc9c4f6d1eb	0
63e52666f4a31e05b9fc6680	50
63e52dbdcdee07bcdb0e7da4	-100
63e52f8ab3688f45f842114c	100
63e530e893c44a3aefe9b29c	100
63e538754c4b30560ca84884	0
63e5525d306024ee8865e880	100
63e55f03b3c1f7481cec6eb9	-50
63e55f08844f6fb08115851f	100
63e56678a87f209e2ca83059	-100
63e5747f1eb29ec68ae2ddd6	50
63e5a6690eeedc20da056717	100
63e5ffdf639ebdcf35aacb09	100
63e6378e04ade071ebf9ff9c	100
63e6cf0764dc4e52bee573af	0
63e6dfd8bb1c10a44d13d7e5	-50
63ea44a0adefd2af8e13015c	100
63ea451d26e9af5be0b01d50	100
63ea4730d677f800a8887ad6	100
63ea4a4ed214b26e3ff8b7f2	50
63ea4ab1ce4168cbe9f63775	100
63ea52b8342eff8b95ef0f95	100
63ea6b49edfcb9164c21a4bd	100
63ea79021f0c43def6174042	100
63ea94c7220a944dcd17400b	100
63eaace3d44d695631f32db0	0
63eac31811a6da58d4f32d76	100
63ead665638c8546d8c3a962	100
63ead6f452e11793b2f8dab8	100
63ebd1e66feb52fb3009c707	50
63ed0a8a65ddbf9edae99a16	100
63ed15bed4665c62d9e6dbb2	-50
63edb6401c8f280841255a82	50
63f049c2d78b2bc822a16dac	100
63f3731fccf0d4e95aa80d11	0
63f519601c333d44a17bb35a	100
63f5c99a1cecb4136b93f7db	50
63f688aaa4a19c78ebdfc479	100
63f77915c48d021a3bf77b0f	100
63f77b9ca8439f6e1620c1cd	-50
63f77ee4aa0961332b87fd0f	100
63f7811862c6df4e5438367d	50
63f787256fc87f0a297a849c	100
63f789b502d033e83fca7885	100
63f78d9a7a3d118594efff74	100
63f78f511969d7e1b13907e4	-50
63f796a016e377d12cff50f1	100
63f7bdf930a31a500169fea1	100
63f7c538e9def44bfbdc7db3	50
63f7e1bb3866d96e37ecfd1c	100
63f7e5adcf31a0af5e7da12f	100
63f81021ab46acf095efff80	100
63f8705ae362b217290d08c2	-100
63f8a056531af02b77961676	100
63f93d2de413ad49cf0dbff1	100
63fac97f0d4e8f6bfd753d90	100
63fe16762b4c19bea77a0904	0
63ffcb367b500c516d0648a2	-50
6400dc45648545e7ca8f35a6	100
6400dc9a87b5f4d0c3604bf3	100
6400de8f305c51d03c2a9a0e	0
6400e308335a3bf214ca885e	0
6400e51c13a550f2c6729a0f	100
6400e8b1a2889ce16019eb23	50
6400ed5065c350e3ad8c8233	100
6400f212a7bd9c7c5ab1cc25	100
64010f32f8dee9772983c7cd	100
640116c8ac12a41ff02a9a2d	100
6401227cb3aa0d131ec5dd53	50
6401236cbc95a51538bcc604	100
64012a2623351894f2917605	100
64012a3019588a0c50947538	100
64016b31c3a34648748168d1	100
640175d4fd2062d9fa478050	100
64017b47c83e917541f7c592	100
64018f4d1a16dfe2b0f7c552	0
6401dc189a0c39635de7ebab	100
640211d8277cfdf56b1bfabb	100
64045393fa09ada78f0b5301	-50
64046e75dff33633131b49b9	50
64050ea342e8e84d43fa7bdf	100
6406300d0af7758269c8dc0b	100
640785ce903930be7597e7c1	-50
6407946a4bb4212372843398	100
640b816df86dcee615619d0d	100
641359eb0e2dc93999637e35	-50
641360c2d049750e77c9a34a	100
641361334c91a0c6ff4c5b79	100
6413627f4adf0cc7eb330dfc	100
641363233e3398da82fcb757	100
641364d0e4356f62a8c4532d	-100
64136fca174b34ba3a481cfd	-100
6413788e21e4ee4f2dc16daa	100
64138e0c6645b537dcb5ee24	100
64139e0346c4b91651b69d44	100
6414832dbec81b70c2ac38c9	100
64151f08bb5879eb3a22d82b	100
6415b71b73e494b88ef767e0	100
641724c665e2974bb1dec659	100
64175c4b35e2efa75054afa2	100
641772ff6ca990e4c241b1bd	100
6417a176fa3ce88d576997b5	100
6418be1071b8716c81dd6d03	100
641a604be613385009dd72db	0
641aa32c2d955e806c03cbbc	100
641b1fcd7275677c08982bae	0
641c6443a8bca78cf7a512d1	0
6426cfe964863ee2ff26642f	100
64275db44c9f63e924c59f3c	100
642761fc480b4b9318301c73	100
64294cae8d5cae1b2ed48562	50
6429597d55809d51e610524e	0
642afaa03f927312a91a4c87	100
642b42fc8858b97ac2975432	100
642b4867b32407dbdd61737e	100
642f43cfa37a1e968da2c9b3	-100
64309be1d7d085ed8ee4c129	100
64384af1f6fc298b3fe49027	0
6439d7987b1126efcebc25ac	0
64401360c45f52531fde4aa6	100
644015377c511324cabe9616	100
64404b98fae5f4fcdefe71af	100
64412826681d195f47939c7f	100
6441584c2bff52766e55f7b3	100
644164d75b4cbe61ff891e64	50
6441890f4ea5d3738776aff4	100
64429af825cbfee55f7f2653	100
6446db24e52b65559874f4f6	100
6447ad029d917ea4a1a090a4	100
6447e560a1331745c679a03b	0
644808e09076580e3e3ce991	100
644a8c25f747d73d9828bee3	-50
644bd5f65278efdaecb4f62f	100
644bfef77d2220b964ca0c30	-100
64551d250ef342507eb0edf9	50
6458939bc77c645ea7979b33	100
6469af575bcebf3f7e552039	50
6469b26b2cf3b4b300c0cddc	100
646bda56cc5de1ac99d51971	100
646e2298279640dfb43a4cb1	100
64725d797d0dd0abf7f47e45	100
647652cb5644044df439e1fb	100
6478bc3b38c55f11fcabb089	100
6478dddd683cc5f4a550775f	0
647967d19dbd1fc15df8a948	100
6481ec9f0a58d32023a4fd94	50
6491d720871d9f5e16eafb93	100
64950eb7e2cb12bc4dc6d9d2	100
6496f9fbc2928ee6956ef623	-100
64b06482093329a4f0078e60	0
