subject	first_block	ehi	age	country	sex	education	race	hispanic_ethnicity	rt_overall	duration_s	task_experience_response	task_experience_other_response	open_ended_feedback_response	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	sample	sample2	prolific_handedness	handedness	exclude_country	exclude_age	exclude_done_before	exclude_no_ehi	exclude_ehi_mismatch	exclude
5bf24404e938aa0001dfb845	slash	-75	25	US	Female	21	Asian	No	1036.5	758.074	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5bf28a086d4c3e00014410f7	slash	-87.5	22	US	Male	12	Black or African American	No	436.5	590.432	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5bf4f905345b9b00016eda45	slash	100	32	US	Male	8	White	Yes	486.5	646.459	No	NA	There was a similar task I did involving the mouse and selecting the shape that was different from a group of 4 shapes while ignoring the colors, but nothing like this exact experiment.	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c060efc891bb4000121c377	z	100	40	US	Male	14	White	No	710.5	536.426	No	NA	Thank you	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c06b3f64a2b7b0001c3c185	slash	100	37	US	Female	16	Multiple	Yes	676	697.935	No	NA	Interesting exercise. Good luck with your research.	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5c0a22affe40eb00016262b6	z	100	28	US	Female	16	White	No	471.5	995.751	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5c109903e6eb4e0001b29e44	slash	100	30	US	Female	16	White	No	950.5	754.072	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5c134ee7e32f86000165ba0d	slash	-75	24	US	Female	12	White	No	437.5	839.498	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c16e72c91defa000115c8ec	z	100	31	US	Male	16	White	No	668.5	590.722	No	NA	no issues or additional commentary	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c17294778ee390001ab19e5	slash	100	25	US	Male	16	White	No	839	631.351	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5c172ff811fe9a00013e2252	slash	-100	30	US	Female	16	Black or African American	Yes	792	1012.109	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c284ae48e845b0001fc40aa	z	-100	37	US	Male	16	White	No	694	1254.038	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c28e9dfda51990001e3204b	slash	0	38	US	Female	14	White	No	854	694.491	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	1	1
5c2a92b4b8e5f900015b3f58	slash	-100	31	US	Female	16	White	No	909	641.812	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c3a925919ceb400010c9344	slash	100	22	US	Male	12	White	No	422.5	492.495	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c48ca334635bf000171c13f	slash	100	34	US	Female	14	White	No	773.5	670.92	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5c4e3977c0783c00016936f9	slash	100	28	US	Male	14	White	No	758.5	848.434	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5c4e9bd1818d4d00013e8859	z	100	31	US	Female	14	White	No	431.5	965.486	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c535974b7cf140001d308d3	slash	62.5	29	US	Female	12	White	No	763.5	692.374	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5c573f18d3cc6b0001d9dbc3	z	100	30	US	Male	16	Black or African American	No	619	902.429	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5c58e01e6f4ec5000164c35a	z	100	30	US	Female	12	White	No	492.5	550.607	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c5a19299404f10001ff8cbf	z	-100	22	US	Male	12	White	No	498	915.98	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c64189eede39b0001c39e61	slash	100	35	US	Male	8	Multiple	Yes	749.5	777.663	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5c65c74edbd74600014664cc	slash	-100	25	US	Male	12	White	No	776	673.998	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c6ac9e5d9c5be000174497f	z	100	28	US	Female	12	White	No	619	597.937	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5c6b4a3da5064f0001e8b0b1	z	-37.5	30	US	Female	16	Black or African American	Yes	461.5	830.352	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5c70ec7954de160001af45d8	slash	12.5	24	US	Male	16	Asian	No	409	1028.999	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5c797e227fd8050001c3fe07	z	62.5	39	US	Male	12	White	No	900.5	1113.345	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5c800507a1d4b900114f28c4	slash	87.5	31	US	Male	12	White	No	640	551.492	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5c92cda483617d0010bef1b8	slash	-50	32	US	Male	16	Asian	No	546	1149.715	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5c958b7bd676900001e1a73b	slash	100	24	US	Female	12	White	No	870.5	625.79	No	NA	A progress bar would be nice	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5c9a7872e2a8d00001585513	slash	-37.5	33	US	Male	16	White	No	737.5	588.81	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5c9a7a644a640200171c0cc2	slash	75	32	US	Female	18	White	No	534	537.684	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5c9ebf067114700016da2813	slash	62.5	31	US	Male	14	Multiple	Yes	442	977.749	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5ca4bade374f11000118f010	z	100	23	US	Male	12	White	No	638	651.53	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5ca5181bcaf0100001c13705	z	-100	24	US	Female	16	White	No	466	540.608	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5caa7f8c0d95570013d82f2f	z	12.5	33	US	Female	18	White	Yes	593.5	635.588	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5cab7cc86d3a6e001519d9e9	slash	-100	34	US	Male	12	White	No	768.5	745.424	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5cb568ebf0e31e0017d9bf32	z	100	38	US	Female	14	White	No	648	916.904	No	NA	no feedback	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5cb5ff63931852001cf69b28	slash	-100	40	US	Male	16	White	No	506.5	607.505	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5cbb78d664170f00011d7c4f	slash	100	26	US	Female	16	White	No	634	708.389	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5cc489df3e74d80001198974	slash	-62.5	23	US	Female	8	White	No	710.5	678.164	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Left	0	0	0	0	0	0
5cc5e72ce3c44e0015fdf990	slash	50	28	US	Not listed: nonbinary	14	White	No	560	911.928	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5ccba9db385fbf0001f55fd6	z	-100	35	US	Female	16	White	No	522.5	692.359	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ccc60abe787e000167f8143	slash	-75	23	US	Male	12	White	Yes	397.5	533.953	Not sure (please explain):	Different task similar set of rules	No additional feedback	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5cd01055c24ebe0001f9fd40	slash	-37.5	27	US	Male	12	Multiple	No	564.5	590.236	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5cd063ce657e300016f6c95a	slash	-62.5	31	US	Male	14	Multiple	No	681.5	696.388	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5cd3ff1ac99584000199dd15	slash	100	37	US	Male	16	White	No	984	1029.679	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5cdad620eae6f70019d4e950	slash	75	33	US	Male	16	White	No	660	643.099	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5ce203d24cf9960001797537	slash	-75	23	US	Male	16	Asian	No	597.5	875.768	No	NA	Some of the left hand answers I ckicked """"""""z"""""""" but instantly realized it was incorrect	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ced82e372abf2000174775e	z	25	29	US	Male	16	White	No	476	645.593	No	NA	N/A	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5cfb5233df7d70001619ca90	slash	87.5	24	US	Male	16	White	No	1083	1003.613	No	NA	Great.	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5cfe7510d987a800178eab1a	z	-37.5	36	US	Male	16	White	Yes	395.5	480.623	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5d0a7c784cf0d90018b049c6	z	25	26	US	Female	16	White	No	908.5	684.805	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5d10102523f6320017c63e07	slash	87.5	28	US	Female	16	Black or African American	No	875.5	661.618	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d1534993fa4550019cf8aec	z	-100	27	US	Male	16	White	No	918	601.093	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d158f6419d2ed0001e2120c	z	75	19	US	Female	12	White	No	627	568.021	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5d16c3c940218700189a0f04	z	62.5	21	US	Male	14	White	Yes	471	523.22	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5d17a2c94d7eea00170c3aca	slash	100	25	US	Male	16	Multiple	No	363.5	494.465	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d193535601cd70017727028	slash	100	37	US	Female	12	White	No	1089.5	739.837	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d1ba5653788ac0019ced548	slash	100	39	US	Female	16	White	Yes	635.5	626.097	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d1beb9c9e033e0017a725dc	z	100	36	US	Male	18	Black or African American	No	877	617.685	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d1d0270601cd7000172942f	z	75	27	US	Female	16	White	No	932	637.739	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d1e2045a37a4d001a1fc2cb	slash	-50	23	US	Male	14	Black or African American	No	761.5	874.641	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d22a2a5d75330001a7a3cc2	slash	75	23	US	Male	12	White	No	309	606.75	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5d269fedf6dec40019b87a59	z	100	36	US	Male	16	White	Yes	661.5	1037.386	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d296b94d7d4940015e62ca6	slash	37.5	34	US	Female	21	Multiple	No	329.5	665.198	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5d2a3561d3edf900018016a1	slash	100	36	US	Male	16	White	No	538	886.096	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d2fbee1fb16450018a7a023	slash	100	36	US	Male	16	White	No	605.5	795.909	No	NA	No comments	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d332957d0635b00013bd785	z	0	27	US	Male	14	White	No	590	631.439	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5d33df509ce6590001010852	slash	62.5	34	US	Female	12	White	No	478.5	626.794	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5d3522b6eac3d50017df02cb	z	87.5	39	US	Male	21	Asian	No	638	809.392	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d378df21acda30001e7191e	z	100	22	US	Male	12	White	Yes	598	525.134	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5d3cc9010e510a00013df6f6	slash	75	23	US	Male	12	White	Yes	857	696.296	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5d3df9b23bf3780015abf56f	slash	100	26	US	Female	16	White	No	875	718.832	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d44b06e62ed9000017ad64c	slash	25	19	US	Female	12	Black or African American	No	455.5	608.084	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	1	1
5d48fcc5643eb80001fb43fa	slash	87.5	29	US	Male	16	White	No	842	658.364	No	NA	no	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d49fbb01da04c001a407042	z	37.5	25	US	Female	14	Black or African American	No	894	932.552	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	1	1
5d4a476144cb2200195e96ad	z	-87.5	40	US	Female	12	Multiple	Yes	522	626.247	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d4b14caed2dfc0001a22c1a	z	100	39	US	Female	14	White	No	428	683.177	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d4b265b72db9d0015e8aac6	z	100	30	US	Male	16	White	No	643	748.257	No	NA	To proceed to the next screen, I had to press shift+space at times when the experiement page instructed to only press the space bar.	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d4cdc63ec9aa0000112ae43	z	-100	37	US	Male	16	White	Yes	820	848.813	No	NA	No	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d5315f889849a0001a76d1a	slash	100	37	US	Female	16	Black or African American	No	400.5	603.394	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d53bffa147a7d00015aae5a	slash	75	30	US	Female	16	White	No	729	582.077	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d54beb0c15b0700018d0211	z	-62.5	35	US	Male	18	White	No	585.5	653.135	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d5be747b80b900015eda31e	z	-100	33	US	Female	18	White	No	335	667.213	No	NA	I can do absolutely nothing with my right hand.  Exclusively left-handed.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d5dc2d37bfc8400013b653c	slash	100	21	US	Female	12	White	Yes	375	956.42	No	NA	had fun	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d62ac66d989a40018236bbf	slash	37.5	22	US	Not listed: Nonbinary	12	White	No	645.5	609.259	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5d63867550d0dd0017805976	slash	NA	39	US	Male	16	White	No	850	778.128	NA	NA	NA	0	0	0	0	New righties	All righties	Right	NA	0	0	0	1	0	1
5d6513f46f5284000118ef1d	slash	-75	23	US	Male	14	White	No	692	679.897	No	NA	None.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d76d2f7daf4bf00164d585b	z	-12.5	28	US	Female	21	White	No	452.5	1404.054	No	NA	Was super hard to see the smaller shapes. Had to assume the """"""""fatter"""""""" small shapes were the circles and squares, but I was never sure	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5d7850851841fc0001e9c64d	z	-62.5	32	US	Female	12	White	No	486.5	556.02	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d7cefc73f9ae70018b400f1	slash	100	40	US	Male	12	White	No	702.5	653.739	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d7e7207461e51001c5c236c	slash	-87.5	24	US	Male	16	Asian	No	737.5	634.958	No	NA	cool study	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d7f79e7e41ee70018d9164a	z	100	39	US	Female	12	White	No	655.5	627.525	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d847ac9be4b0b00188463d7	slash	87.5	25	US	Male	12	White	No	458	607.925	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5d859977611c9700152f11a1	slash	100	29	US	Male	16	White	No	730	640.446	No	NA	No additional feedback.	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d8793d36c53380015139da9	slash	-25	24	US	Male	18	White	No	805.5	835.541	No	NA	Thanks for letting me participate!	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5d8a29c082fec30001d9c24a	slash	75	31	US	Male	12	White	No	596.5	607.745	No	NA	Thank you for the study!	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5d90298097a2130015f3fa3c	slash	-75	32	US	Male	12	White	No	371	524.536	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5d96eeed1998fb00177f6b71	slash	87.5	24	US	Female	16	Asian	No	771	835.811	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5da23c68cf775d001724d361	z	-25	29	US	Female	12	White	No	779	687.126	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5da360b12e89480010ef417a	slash	100	20	US	Male	12	White	Yes	623	610.093	No	NA	No comments	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5db1142453bf830017fc744c	slash	50	29	US	Male	18	White	Yes	941.5	838.51	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5dbf704fa3f5cb40876271fc	z	100	32	US	Female	12	White	No	446	1749.685	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5dc7870428e0d566b626bcb9	slash	100	40	US	Female	14	White	No	586.5	1110.01	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5dc87423f9d4a05edf6fa10d	slash	37.5	40	US	Female	16	White	No	580	609.193	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5dcb685070d51c8275d7bd54	z	62.5	26	US	Male	16	White	No	1105	790.58	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5dcc3ec7db13278d75c8622f	z	75	37	US	Female	16	White	No	668.5	890.92	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5dcc5fee28e3148e8009491e	slash	-50	24	US	Male	12	White	No	751	593.674	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5dcca2db88381e92c96b9ac5	z	-50	28	US	Female	16	White	No	457	572.211	No	NA	n/a	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5dcebf4ad2c3e0000ab3debe	slash	100	36	US	Female	16	White	No	613	584.362	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5dceeba4144b510411fb4566	slash	-37.5	37	US	Female	18	White	No	982	941.131	No	NA	Right at the start, the experiment took a little time to load, and I had thought it had frozen, so I did hit the escape key (but didn't exit the experiment).	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5dd0749782569a156ed4f658	slash	87.5	29	US	Male	16	White	No	702	584.31	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5dd0840cf83c9f1603dcf0e8	slash	-75	23	US	Male	16	White	No	728.5	654.199	Yes	NA	I just answered the previous question wrong by accident. I have NOT clicked the keyboard based on shape before.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	1	0	0	1
5dd3285739bca132e4786d37	z	50	39	US	Male	12	White	No	504	548.159	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5dd43c63390fb6428d4974f0	z	100	38	US	Female	18	White	No	957	821.549	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5dd91a879dac7c8a7a36fecf	slash	-37.5	26	US	Male	12	White	No	901.5	625.777	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5dd95432cf08aa8dc50bb42a	slash	100	31	US	Male	16	White	No	666.5	722.405	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5dd984381096ea907a3272f2	z	-50	21	US	Male	12	White	No	612	548.4	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5ddd1dd2b48da3c63a3ccdbb	slash	87.5	35	US	Male	16	White	No	746.5	1271.934	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5ddd92855daaa6d095854780	slash	-62.5	38	US	Male	12	White	No	542	1221.769	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5de33ff0cc246f3633dc01d2	z	-87.5	35	US	Male	16	White	No	855	732.206	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5deb3c192235ad24f4a21826	slash	-62.5	29	US	Female	14	White	No	714.5	574.394	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5decaac46e09cf3792805023	slash	100	28	US	Male	14	White	Yes	854.5	670.159	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	1	1
5dededfd2f942d492d0e36d7	slash	-100	26	US	Female	16	White	No	309.5	537.686	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5dedf0483711364928753ecd	z	0	37	US	Male	16	Asian	No	517	765.581	No	NA	I was born left handed but I eat/write with my right hand.	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	1	1
5dee896cf87f5552d3cd6502	slash	100	36	US	Male	14	White	No	939.5	771.035	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5dee933631a7e05381da6b02	slash	100	33	US	Male	16	Black or African American	No	432.5	538.474	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5df0eb850042e812ca51313a	z	-37.5	36	US	Female	14	White	No	723.5	640.366	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5df15bc3361a8506b94f79ed	slash	75	34	US	Male	16	Asian	Yes	455.5	770.999	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5df180b59b92b1098c0d5818	z	75	37	US	Female	16	White	No	779.5	763.65	No	NA	NA	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5df2f36b617219204de98060	z	-100	30	US	Male	12	Native Hawaiian or Other Pacific Islander	No	526.5	946.741	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5e0047b3a99550c62bda2dd6	z	87.5	36	US	Female	12	White	No	480.5	555.156	No	NA	I could almost feel my brain having to think differently when using the slash key	0	0	0	0	New righties	All righties	Right	Right	0	0	0	0	0	0
5e08d48b7bf5721d51467348	slash	62.5	28	US	Female	16	White	No	734	757.584	No	NA	fun survey!	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Right	0	0	0	0	0	0
5e0a434b8676812de85037c3	z	-37.5	33	US	Male	12	White	No	414	769.149	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Mixed	0	0	0	0	0	0
5e0d6dee4f40fb4f60fc0494	z	100	30	US	Female	16	Black or African American	No	2000	975.158	No	NA	NA	0	1	0	1	New righties	All righties	Right	Right	0	0	0	0	0	1
5e10d288a2c6967a2c655aad	z	-100	32	US	Male	18	White	No	380	604.962	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5e18241da01d35102555c69b	slash	-100	28	US	Male	16	White	No	562	694.381	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5e1b9951be8d633cb531644c	z	-50	26	US	Male	16	Black or African American	No	697.5	648.313	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5e1f7b2a4c9b832b34e7c9d3	slash	-100	31	US	Male	14	White	No	645	544.305	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
5e217a34e8ff3a469b5dfebc	z	-100	23	US	Female	8	American Indian or Alaska Native	No	571	745.512	No	NA	That was bvrutal lol But fun thank you happy New Year.	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Left	0	0	0	0	1	1
5e25ea083d2e1b82e39c0a1d	slash	25	30	US	Female	NA	Multiple	No	480.5	931.358	Not sure (please explain):	I don't think so, but I have done something similar	NA	0	0	0	0	Left/mixedies	Left/mixedies	Mixed	Mixed	0	0	0	0	0	0
5e26762aa8c1118a9d578c4d	z	100	32	US	Male	16	Black or African American	No	561	668.114	No	NA	NA	0	0	0	0	Pilot righties	All righties	Right	Right	0	0	0	0	0	0
5e276da673bc15084160abd3	slash	87.5	24	US	Male	12	Multiple	Yes	568	622.694	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Right	0	0	0	0	1	1
5e2b4e61a7f804000a55eee7	slash	-100	37	US	Male	21	White	No	750	635.857	No	NA	NA	0	0	0	0	Left/mixedies	Left/mixedies	Left	Left	0	0	0	0	0	0
