Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Handedness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64a72143391fdc0f19989585,5971cee2f4058000011deea6,APPROVED,2023-07-06T20:17:18.404000Z,2023-07-06T20:49:22.811000Z,2023-07-06T22:28:39.571000,2023-07-06T20:49:23.271434Z,1925,C3AXSR3J,1104,English,Left-handed,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a7247bcc2e282bf6ddf68c,5e9bda4fc2758f0f5713a3f8,APPROVED,2023-07-06T20:30:51.192000Z,2023-07-06T21:35:01.736000Z,2023-07-06T22:28:39.748000,2023-07-06T21:35:02.463472Z,3851,C3AXSR3J,464,English,Ambidextrous,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64a725191c70335942522cc8,63d7bb92ab9685eb344e78f4,APPROVED,2023-07-06T20:38:21.475000Z,2023-07-06T21:03:18.886000Z,2023-07-06T22:28:39.870000,2023-07-06T21:03:19.504527Z,1498,C3AXSR3J,184,English,Left-handed,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a72661d12d4e8d81f8610d,596f8a83c988c000015bf765,APPROVED,2023-07-06T20:40:35.386000Z,2023-07-06T21:04:07.967000Z,2023-07-06T22:28:39.986000,2023-07-06T21:04:09.775410Z,1413,C3AXSR3J,426,English,Left-handed,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a726c9777be21f9a2bf41b,60fd58f89d037589c34f5a18,APPROVED,2023-07-06T20:40:49.699000Z,2023-07-06T21:02:22Z,2023-07-06T22:28:40.111000,2023-07-06T21:02:22.427072Z,1293,C3AXSR3J,975,English,Left-handed,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64a727e5ed0fbef07bf4941d,5df8dfbb9b92b164c645b5b5,APPROVED,2023-07-06T20:45:43.007000Z,2023-07-06T21:06:33.311000Z,2023-07-06T22:28:40.247000,2023-07-06T21:06:33.760424Z,1251,C3AXSR3J,141,English,Ambidextrous,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a7281def27559e33b94f47,60f5917414ac7d222d22db64,APPROVED,2023-07-06T20:46:25.080000Z,2023-07-06T21:06:40.987000Z,2023-07-06T22:28:40.373000,2023-07-06T21:06:41.522676Z,1216,C3AXSR3J,1200,English,Left-handed,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64a72874d117ea48be351880,62694fbeede8c79c1b047e80,APPROVED,2023-07-06T20:47:48.110000Z,2023-07-06T21:52:38.561000Z,2023-07-06T22:28:40.495000,2023-07-06T21:52:39.631478Z,3891,C3AXSR3J,411,"English, Polish",Left-handed,32,Male,Other,Poland,United Kingdom,Poland,English,No,DATA_EXPIRED
64a728ce148b3ee3da8ae77a,5ee5483b1dfa3b0ded826eee,APPROVED,2023-07-06T20:52:52.334000Z,2023-07-06T21:11:06.372000Z,2023-07-06T22:28:40.615000,2023-07-06T21:11:06.943176Z,1095,C3AXSR3J,914,English,Left-handed,23,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64a728ec7add984f35b0492b,60743e408fd768b1a939ed4c,APPROVED,2023-07-06T20:49:52.183000Z,2023-07-06T21:11:25.608000Z,2023-07-06T22:28:40.733000,2023-07-06T21:11:27.865629Z,1294,C3AXSR3J,817,English,Left-handed,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a72910cee2ffb370efa939,629f2a1f516a323b811b8273,APPROVED,2023-07-06T20:52:51.440000Z,2023-07-06T21:15:50.261000Z,2023-07-06T22:28:40.854000,2023-07-06T21:15:53.358975Z,1379,C3AXSR3J,734,"English, Latvian, Russian",Left-handed,33,Male,White,Latvia,United Kingdom,United Kingdom,English,No,Full-Time
64a729d0cb9dbae6c04566ee,601fe0abd9466c54b4ae2edf,APPROVED,2023-07-06T20:58:58.579000Z,2023-07-06T21:18:43.663000Z,2023-07-06T22:28:40.970000,2023-07-06T21:18:44.912934Z,1186,C3AXSR3J,258,English,Left-handed,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64a72ac31839a6cf5ce74109,62ce9f115a24ca323371d2dc,APPROVED,2023-07-06T20:57:42.949000Z,2023-07-06T21:18:44.023000Z,2023-07-06T22:28:41.130000,2023-07-06T21:18:44.862663Z,1262,C3AXSR3J,493,"English, Bengali",Left-handed,30,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a72b30894457c93f3dd309,5af59378f856320001cf2ffc,APPROVED,2023-07-06T20:59:31.790000Z,2023-07-06T21:25:15.960000Z,2023-07-06T22:28:41.257000,2023-07-06T21:25:25.471122Z,1545,C3AXSR3J,284,English,Left-handed,25,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month
64a72b73baa35677dacef59f,5cc48c234bb96d00018a8bfe,APPROVED,2023-07-06T21:02:51.925000Z,2023-07-06T21:34:32.650000Z,2023-07-06T22:28:41.385000,2023-07-06T21:34:33.159574Z,1901,C3AXSR3J,1256,"Spanish, English",Left-handed,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a72be09ad5cbf3a9fe747d,644808e09076580e3e3ce991,APPROVED,2023-07-06T21:03:39.198000Z,2023-07-06T21:34:59.242000Z,2023-07-06T22:28:41.503000,2023-07-06T21:34:59.728149Z,1881,C3AXSR3J,133,English,Left-handed,34,Male,White,Poland,United Kingdom,Poland,Polish,No,Full-Time
64a72be9e3f9593616522cc4,5ece8e8cfe7304272dc17551,APPROVED,2023-07-06T21:02:33.905000Z,2023-07-06T21:24:20.215000Z,2023-07-06T22:28:41.622000,2023-07-06T21:24:20.668672Z,1307,C3AXSR3J,407,English,Left-handed,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a72cb0262989ce86edfbcc,6044aeec82a9db5312244eff,APPROVED,2023-07-06T21:05:56.784000Z,2023-07-06T21:33:19.109000Z,2023-07-06T22:28:41.742000,2023-07-06T21:33:19.599028Z,1643,C3AXSR3J,478,English,Ambidextrous,32,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
64a72d874392c33519f860a9,63e6378e04ade071ebf9ff9c,APPROVED,2023-07-06T21:09:45.942000Z,2023-07-06T21:57:40.997000Z,2023-07-06T22:28:41.859000,2023-07-06T21:57:41.519609Z,2876,C3AXSR3J,294,English,Ambidextrous,31,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64a72dc2d26fa3e51fdbf616,63dd37970407f565167e5361,APPROVED,2023-07-06T21:10:30.964000Z,2023-07-06T21:25:41.981000Z,2023-07-06T22:28:41.978000,2023-07-06T21:25:42.472900Z,912,C3AXSR3J,259,English,Ambidextrous,19,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
64a72deb23884847dda4df79,614e43c148febeb17c93e998,APPROVED,2023-07-06T21:12:06.901000Z,2023-07-06T21:31:41.670000Z,2023-07-06T22:28:42.097000,2023-07-06T21:31:42.207812Z,1175,C3AXSR3J,955,English,Left-handed,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
