Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Handedness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6479775e13f22739258d6ea7,5efd3f03dbefb617cf28b12e,APPROVED,2023-06-02T05:00:18.377000Z,2023-06-02T05:24:33.062000Z,2023-06-02T15:18:11.862000,2023-06-02T05:24:33.377157Z,1455,CZELI6JD,473,English,Right-handed,34,Male,Asian,Kuwait,United States,United States,English,DATA_EXPIRED,Full-Time
64797928485d5599664c9590,6414832dbec81b70c2ac38c9,APPROVED,2023-06-02T05:07:58.863000Z,2023-06-02T05:29:46.155000Z,2023-06-02T15:18:12,2023-06-02T05:29:46.603865Z,1308,CZELI6JD,290,English,Right-handed,19,Male,Mixed,United States,United States,United States,English,Yes,Part-Time
647979ec622e14b395f8a930,631381096e95278a3f97fed4,APPROVED,2023-06-02T05:13:02.985000Z,2023-06-02T05:44:18.960000Z,2023-06-02T15:18:12.159000,2023-06-02T05:44:19.343858Z,1876,CZELI6JD,477,English,Right-handed,34,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64797ad4e8f74f52be7160a0,5f0e9896f5e4e11e12c8f5ac,APPROVED,2023-06-02T05:16:14.416000Z,2023-06-02T05:33:00.733000Z,2023-06-02T15:18:12.286000,2023-06-02T05:33:01.180579Z,1007,CZELI6JD,3646,English,Right-handed,24,Male,White,United States,United States,United States,English,No,Full-Time
64797d731e9564bf38f8a936,5c778f10848d2a0016b3c65d,APPROVED,2023-06-02T05:26:15.189000Z,2023-06-02T05:53:53.995000Z,2023-06-02T15:18:12.420000,2023-06-02T05:53:54.386412Z,1659,NOCODE,222,"Chinese, English",Right-handed,23,Female,Asian,Hong Kong,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64797dbd1141569fa3e99cf1,5596f7bdfdf99b4a8bd2d49f,APPROVED,2023-06-02T05:27:28.113000Z,2023-06-02T05:44:58.737000Z,2023-06-02T15:18:12.550000,2023-06-02T05:44:59.128083Z,1051,CZELI6JD,1094,English,Right-handed,32,Male,Black,United States,United States,United States,English,No,Full-Time
64797e415d522ab52ff32012,628bbe2c0f8080e6985e8592,APPROVED,2023-06-02T05:33:10.511000Z,2023-06-02T06:07:12.746000Z,2023-06-02T15:18:12.692000,2023-06-02T06:07:13.151924Z,2043,CZELI6JD,1791,"English, Spanish",Right-handed,27,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64797f479ab30bd574298afb,5e42d790c1742f000c1e2a9b,APPROVED,2023-06-02T05:34:06.181000Z,2023-06-02T05:52:43.474000Z,2023-06-02T15:18:12.823000,2023-06-02T05:52:43.815099Z,1118,CZELI6JD,563,English,Right-handed,31,Male,White,United States,United States,United States,English,No,Part-Time
6479812f5a66adabe50ed357,5cc8039e3ef93000171c96b8,APPROVED,2023-06-02T05:42:14.442000Z,2023-06-02T05:59:06.546000Z,2023-06-02T15:18:12.950000,2023-06-02T05:59:06.883368Z,1013,CZELI6JD,2567,English,Right-handed,36,Male,White,United States,United States,United States,English,No,Part-Time
647981c9010ab92f35a34a6d,5d8a797185a7f1001a27c3cf,APPROVED,2023-06-02T05:44:45.655000Z,2023-06-02T06:02:56.243000Z,2023-06-02T15:18:13.075000,2023-06-02T06:02:56.710222Z,1091,CZELI6JD,606,English,Right-handed,22,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64798227cfb322af3cabe2b5,601228de8f04be234171ca8f,APPROVED,2023-06-02T05:52:20.015000Z,2023-06-02T06:23:44.978000Z,2023-06-02T15:18:13.210000,2023-06-02T06:23:45.418644Z,1885,CZELI6JD,1607,English,Right-handed,31,Prefer not to say,Black,United States,United States,United States,English,No,Full-Time
647982904751dd6e21e99cdd,60ff0ff28636a214aed9a72e,APPROVED,2023-06-02T05:48:06.574000Z,2023-06-02T06:20:24.946000Z,2023-06-02T15:18:13.337000,2023-06-02T06:20:25.330883Z,1939,CZELI6JD,1214,English,Right-handed,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
647982b5eff4bcd4396e97e6,5b6515e83662a8000158b2aa,APPROVED,2023-06-02T05:48:37.796000Z,2023-06-02T06:14:44.710000Z,2023-06-02T15:18:13.474000,2023-06-02T06:14:45.090960Z,1567,CZELI6JD,2910,English,Right-handed,39,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
647982bce7db09aaac25de1a,611291090e626fdfde536f38,APPROVED,2023-06-02T05:48:46.963000Z,2023-06-02T06:13:13.812000Z,2023-06-02T15:18:13.605000,2023-06-02T06:13:14.173997Z,1467,CZELI6JD,1517,English,Right-handed,39,Male,Black,Nigeria,United States,United States,English,No,Full-Time
647982eb1c816744f88803f8,5e03f8517f08edece67a3137,APPROVED,2023-06-02T05:56:14.492000Z,2023-06-02T06:38:20.930000Z,2023-06-02T15:18:13.731000,2023-06-02T06:38:21.339227Z,2527,CZELI6JD,421,"English, Spanish",Right-handed,34,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
64798355d313034a273328f7,5ee5e3b02eebe932ee9559c5,RETURNED,2023-06-02T05:51:37.639000Z,2023-06-02T06:35:41.880000Z,,2023-06-02T06:35:42.509000Z,,CZELI6JD,3350,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6479836ee6d8502c25f770b7,5a8f3dd5eea3d300016ece86,APPROVED,2023-06-02T05:51:54.212000Z,2023-06-02T06:33:29.677000Z,2023-06-02T15:18:13.859000,2023-06-02T06:33:30.089173Z,2496,CZELI6JD,1366,English,Right-handed,39,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
6479837e1bcd30415e4c9580,5c82c9a4d8302a00010639b8,APPROVED,2023-06-02T05:51:58.308000Z,2023-06-02T06:09:16.551000Z,2023-06-02T15:18:13.986000,2023-06-02T06:09:16.982400Z,1039,CZELI6JD,2167,English,Right-handed,33,Male,Mixed,United States,United States,United States,English,No,Full-Time
64798383599614e6f3abe274,60aee0858e96f753f593b729,APPROVED,2023-06-02T05:52:46.989000Z,2023-06-02T06:13:19.724000Z,2023-06-02T15:18:14.123000,2023-06-02T06:13:20.117811Z,1233,CZELI6JD,665,"English, Spanish",Right-handed,26,Female,Other,United States,United States,United States,English,DATA_EXPIRED,Due to start a new job within the next month
6479846a599614e6f3abe2aa,5be084ec4c397b0001ec3567,RETURNED,2023-06-02T05:56:11.979000Z,2023-06-02T06:01:46.171000Z,,2023-06-02T06:01:48.876000Z,,CZELI6JD,1489,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64798483187da926e7fd72f7,5befb6e27c387400016983bf,APPROVED,2023-06-02T05:56:22.549000Z,2023-06-02T06:15:47.158000Z,2023-06-02T15:18:14.261000,2023-06-02T06:15:47.586740Z,1165,CZELI6JD,4433,English,Right-handed,36,Male,White,United States,United States,United States,English,No,Full-Time
6479848825205272ac3b1bee,578b5756160201000103fe40,APPROVED,2023-06-02T05:56:24.883000Z,2023-06-02T06:15:01.720000Z,2023-06-02T15:18:14.423000,2023-06-02T06:15:02.208906Z,1117,CZELI6JD,2464,English,Right-handed,27,Male,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647984994f68244e58fd7324,5a2adf6a8e00a000019864fb,APPROVED,2023-06-02T05:56:45.654000Z,2023-06-02T06:17:31.018000Z,2023-06-02T15:18:14.562000,2023-06-02T06:17:31.417155Z,1246,CZELI6JD,2505,English,Right-handed,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
647984c7ce50a0ebe3f3da60,5dd48444dd9a7447d224cc71,APPROVED,2023-06-02T06:04:10.706000Z,2023-06-02T06:49:38.323000Z,2023-06-02T15:18:14.729000,2023-06-02T06:49:38.727532Z,2728,CZELI6JD,2586,English,Right-handed,25,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
647984ddd18e5127798a5405,5e92a1a4fc57e20f92eef47f,APPROVED,2023-06-02T05:57:52.495000Z,2023-06-02T06:17:01.462000Z,2023-06-02T15:18:14.862000,2023-06-02T06:17:01.866287Z,1149,CZELI6JD,2699,English,Right-handed,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
647985e6fcc689d56f4c95ac,5dd742a140460e6e2b707d58,APPROVED,2023-06-02T06:02:18.779000Z,2023-06-02T06:22:36.944000Z,2023-06-02T15:18:14.996000,2023-06-02T06:22:37.452484Z,1219,CZELI6JD,772,English,Right-handed,26,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64798645f9c37f684e25e304,62e19208352cd518d7b2f085,APPROVED,2023-06-02T06:03:49.178000Z,2023-06-02T06:34:53.011000Z,2023-06-02T15:18:15.137000,2023-06-02T06:34:53.478757Z,1864,CZELI6JD,756,English,Right-handed,34,Male,White,United States,United States,United States,English,No,Full-Time
647986644fbd259376a34a34,577d6a6c160201000103d7fc,APPROVED,2023-06-02T06:04:23.175000Z,2023-06-02T06:23:45.963000Z,2023-06-02T15:18:15.280000,2023-06-02T06:23:46.347741Z,1163,CZELI6JD,2373,English,Right-handed,33,Male,White,United States,United States,United States,English,No,Full-Time
647986a6a8c23aa0fd0f28b7,6018e7e271455e1e9e49bda1,APPROVED,2023-06-02T06:05:29.453000Z,2023-06-02T06:23:46.489000Z,2023-06-02T15:18:15.409000,2023-06-02T06:23:46.821199Z,1098,CZELI6JD,1509,English,Right-handed,31,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
647986a745bcc6437d3a45be,57c2f3ed0c656b00019c5988,APPROVED,2023-06-02T06:05:33.948000Z,2023-06-02T06:31:50.102000Z,2023-06-02T15:18:15.543000,2023-06-02T06:31:50.500451Z,1577,CZELI6JD,928,English,Right-handed,35,Female,Black,United States,United States,United States,English,Yes,Other
647986ab8e4c8050c6abb0cf,55bd8669fdf99b5bfc7d4cfc,APPROVED,2023-06-02T06:05:36.731000Z,2023-06-02T06:27:47.843000Z,2023-06-02T15:18:15.992000,2023-06-02T06:27:48.216077Z,1332,CZELI6JD,4681,English,Right-handed,29,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
