Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Handedness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
648772696d78a75ed53ac1d5,57dab7f721d77800018e42fe,APPROVED,2023-06-12T19:32:13.170000Z,2023-06-12T19:53:09.876000Z,2023-06-12T23:58:35.978000,2023-06-12T19:53:10.866626Z,1257,CZELI6JD,348,English,Left-handed,28,Male,Mixed,United States,United States,United States,English,No,Full-Time
64877aef0b0d4e4eb17d80f8,60fcd5602ff7c8f0866ecd0c,APPROVED,2023-06-12T20:07:19.746000Z,2023-06-12T20:34:04.199000Z,2023-06-12T23:58:36.131000,2023-06-12T20:34:04.654397Z,1605,CZELI6JD,488,English,Ambidextrous,21,Female,White,United States,United States,United States,English,No,Part-Time
64877cbbfc16e881b8b58362,610b64dc95ff0ef5b5b9ac6b,APPROVED,2023-06-12T20:15:02.190000Z,2023-06-12T20:35:52.709000Z,2023-06-12T23:58:36.277000,2023-06-12T20:35:53.320975Z,1251,CZELI6JD,1356,English,Left-handed,25,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64877d03f378c8b0082a5808,63d881ab484805569b553bd8,APPROVED,2023-06-12T20:18:47.589000Z,2023-06-12T20:49:44.587000Z,2023-06-12T23:58:36.423000,2023-06-12T20:49:47.640407Z,1857,CZELI6JD,754,English,Ambidextrous,33,Male,Mixed,United States,United States,United States,English,No,Full-Time
64877db9f751adab2cb05221,62df7fc27c9e824a7a774103,APPROVED,2023-06-12T20:19:11.567000Z,2023-06-12T20:39:13.674000Z,2023-06-12T23:58:36.579000,2023-06-12T20:39:14.141419Z,1203,CZELI6JD,661,English,Left-handed,40,Male,White,United States,United States,United States,English,No,Full-Time
64877e080bf2784826ed9f0a,63d14eca0fd7e8476aff6652,APPROVED,2023-06-12T20:20:30.936000Z,2023-06-12T20:52:13.787000Z,2023-06-12T23:58:36.733000,2023-06-12T20:52:16.487146Z,1903,CZELI6JD,300,English,Ambidextrous,24,Male,White,United States,United States,United States,English,No,Full-Time
64877e299021af15cec6b822,6312ada1ce715ee3916c3748,APPROVED,2023-06-12T20:21:00.540000Z,2023-06-12T20:42:02.682000Z,2023-06-12T23:58:36.880000,2023-06-12T20:42:03.104136Z,1263,CZELI6JD,616,English,Left-handed,29,Male,White,United States,United States,United States,English,No,Other
64877e8f2396fc372bd90b7d,63e55f03b3c1f7481cec6eb9,APPROVED,2023-06-12T20:23:12.592000Z,2023-06-12T20:45:08.749000Z,2023-06-12T23:58:37.040000,2023-06-12T20:45:09.117976Z,1317,CZELI6JD,780,English,Left-handed,38,Female,Mixed,Japan,United States,United States,English,No,Full-Time
64877ef4391b76f391b1f2ea,63d82b0ef18b425db684c7e5,APPROVED,2023-06-12T20:24:24.627000Z,2023-06-12T20:52:44.803000Z,2023-06-12T23:58:37.187000,2023-06-12T20:52:45.181860Z,1701,CZELI6JD,124,English,Left-handed,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64877f3a89aafdafbac519a1,63f7c538e9def44bfbdc7db3,APPROVED,2023-06-12T20:27:01.902000Z,2023-06-12T20:56:41.728000Z,2023-06-12T23:58:37.358000,2023-06-12T20:56:42.148778Z,1780,CZELI6JD,918,"English, Spanish",Left-handed,32,Male,Mixed,United States,United States,United States,English,No,Part-Time
